														
Stagnation Pressure	Static Pressure	Stagnation Temperature	Manifold Pressure	Tank Pressure	Mach Number	Velocity	Static Temperature	Mass Flow	Static Density	Reynold's Number	BL Pstatic	Time	X	Y
29.050	3.598	104.863	37.645	284.250	2.020	531.212	-148.850	6.457	0.502	NaN	-9.744	167224.886	0.000	0.000
29.028	3.597	104.908	37.637	281.844	2.020	531.179	-148.774	6.454	0.502	NaN	-9.709	167224.995	0.000	0.010
29.073	3.601	104.920	37.632	285.025	2.020	531.218	-148.799	6.462	0.503	NaN	-9.689	167225.108	0.000	0.010
29.116	3.607	104.944	37.636	285.917	2.020	531.231	-148.788	6.472	0.503	NaN	-9.672	167225.240	0.000	0.010
29.079	3.608	104.709	37.624	285.985	2.019	530.975	-148.779	6.470	0.504	NaN	-9.676	167225.362	0.000	0.010
29.116	3.606	104.789	37.679	286.286	2.020	531.173	-148.888	6.472	0.503	NaN	-9.674	167225.476	0.000	0.010
29.126	3.605	104.858	37.671	286.230	2.021	531.273	-148.914	6.471	0.503	NaN	-9.662	167225.597	0.000	0.010
29.094	3.605	104.865	37.555	285.447	2.020	531.164	-148.803	6.468	0.503	NaN	-9.677	167225.718	0.000	0.010
29.103	3.605	104.892	37.671	286.251	2.020	531.202	-148.812	6.469	0.503	NaN	-9.669	167225.841	0.000	0.010
29.071	3.607	104.893	37.844	287.462	2.019	531.046	-148.663	6.468	0.503	NaN	-9.669	167225.958	0.000	0.010
29.035	3.606	104.743	37.526	285.062	2.018	530.898	-148.671	6.464	0.503	NaN	-9.666	167226.085	0.000	0.010
29.113	3.607	104.758	37.722	286.620	2.020	531.120	-148.868	6.473	0.504	NaN	-9.670	167226.204	0.000	0.010
29.128	3.606	104.782	37.800	286.790	2.020	531.194	-148.915	6.474	0.504	NaN	-9.687	167226.317	0.000	0.010
29.106	3.608	104.815	37.612	282.257	2.020	531.092	-148.784	6.473	0.504	NaN	-9.694	167226.427	0.000	0.020
29.115	3.606	104.834	37.725	285.306	2.020	531.197	-148.866	6.471	0.503	NaN	-8.707	167226.539	0.000	0.020
29.132	3.607	104.857	37.850	286.885	2.020	531.237	-148.881	6.474	0.504	NaN	-7.728	167226.661	0.000	0.020
29.119	3.609	104.794	37.682	286.280	2.020	531.099	-148.811	6.475	0.504	NaN	-7.455	167226.774	0.000	0.020
29.107	3.611	104.650	37.665	286.149	2.019	530.944	-148.807	6.477	0.504	NaN	-7.395	167226.886	0.000	0.020
29.140	3.609	104.679	37.941	288.144	2.020	531.112	-148.940	6.478	0.504	NaN	-7.395	167227.003	0.000	0.020
29.215	3.615	104.535	37.851	287.700	2.021	531.134	-149.104	6.492	0.505	NaN	-7.309	167227.117	0.000	0.020
29.181	3.615	104.624	37.740	286.789	2.020	531.080	-148.964	6.488	0.505	NaN	-7.308	167227.226	0.000	0.020
29.161	3.613	104.672	37.712	286.643	2.020	531.090	-148.925	6.484	0.504	NaN	-7.322	167227.340	0.000	0.020
29.182	3.612	104.743	37.890	287.676	2.021	531.197	-148.957	6.485	0.504	NaN	-7.291	167227.449	0.000	0.020
29.184	3.618	104.764	37.874	287.693	2.019	531.056	-148.801	6.491	0.505	NaN	-7.297	167227.561	0.000	0.020
29.150	3.620	104.794	37.821	287.190	2.018	530.917	-148.637	6.489	0.505	NaN	-7.258	167227.680	0.000	0.020
29.191	3.618	104.806	37.859	287.662	2.020	531.112	-148.812	6.491	0.505	NaN	-7.247	167227.792	0.000	0.020
29.202	3.618	104.828	37.825	285.216	2.020	531.155	-148.831	6.492	0.505	NaN	-7.280	167227.917	0.000	0.030
29.181	3.619	104.742	37.811	284.209	2.019	531.016	-148.784	6.492	0.505	NaN	-6.281	167228.029	0.000	0.030
29.172	3.621	104.655	37.882	286.545	2.019	530.908	-148.769	6.493	0.505	NaN	-5.921	167228.143	0.000	0.030
29.255	3.619	104.686	37.875	287.700	2.021	531.230	-149.045	6.500	0.506	NaN	-5.832	167228.257	0.000	0.030
29.234	3.623	104.710	37.781	287.212	2.020	531.081	-148.879	6.501	0.506	NaN	-5.823	167228.372	0.000	0.030
29.223	3.622	104.736	37.949	288.216	2.020	531.088	-148.859	6.498	0.506	NaN	-5.906	167228.487	0.000	0.030
29.210	3.621	104.771	37.846	287.496	2.020	531.084	-148.821	6.496	0.505	NaN	-5.914	167228.603	0.000	0.030
29.185	3.620	104.779	37.844	287.486	2.019	531.034	-148.765	6.492	0.505	NaN	-5.851	167228.730	0.000	0.030
29.213	3.619	104.772	37.909	287.984	2.020	531.145	-148.877	6.494	0.505	NaN	-5.805	167228.864	0.000	0.030
29.231	3.620	104.769	37.934	288.145	2.020	531.159	-148.894	6.498	0.506	NaN	-5.830	167228.980	0.000	0.030
29.175	3.620	104.582	37.879	287.920	2.019	530.904	-148.837	6.493	0.505	NaN	-5.926	167229.094	0.000	0.030
29.168	3.620	104.616	37.824	287.475	2.019	530.887	-148.788	6.492	0.505	NaN	-5.865	167229.222	0.000	0.030
29.190	3.622	104.654	38.078	288.140	2.019	530.919	-148.780	6.496	0.506	NaN	-5.814	167229.335	0.000	0.030
29.213	3.624	104.710	37.978	285.634	2.019	530.971	-148.774	6.500	0.506	NaN	-5.827	167229.451	0.000	0.040
29.206	3.620	104.708	37.892	285.884	2.020	531.069	-148.869	6.495	0.505	NaN	-5.032	167229.570	0.000	0.040
29.202	3.622	104.710	37.866	287.440	2.019	531.000	-148.801	6.497	0.506	NaN	-5.044	167229.695	0.000	0.040
29.279	3.625	104.715	38.049	289.036	2.020	531.174	-148.962	6.507	0.506	NaN	-5.001	167229.822	0.000	0.040
29.274	3.626	104.711	37.947	288.364	2.020	531.117	-148.912	6.508	0.506	NaN	-5.067	167229.933	0.000	0.040
29.182	3.624	104.708	37.810	287.386	2.018	530.874	-148.683	6.497	0.506	NaN	-5.064	167230.043	0.000	0.040
29.240	3.624	104.698	38.069	289.283	2.020	531.068	-148.878	6.502	0.506	NaN	-5.016	167230.158	0.000	0.040
29.308	3.624	104.527	38.021	288.823	2.021	531.201	-149.177	6.510	0.506	NaN	-4.961	167230.278	0.000	0.040
29.280	3.627	104.452	37.911	288.095	2.020	530.991	-149.050	6.511	0.507	NaN	-4.928	167230.394	0.000	0.040
29.295	3.627	104.397	37.933	288.284	2.020	531.005	-149.119	6.513	0.507	NaN	-4.901	167230.504	0.000	0.040
29.246	3.630	104.325	38.073	289.253	2.019	530.740	-148.938	6.512	0.507	NaN	-4.971	167230.617	0.000	0.040
29.273	3.629	104.389	38.062	289.287	2.020	530.894	-149.021	6.513	0.507	NaN	-4.962	167230.730	0.000	0.040
29.321	3.628	104.442	38.003	287.786	2.021	531.088	-149.153	6.517	0.507	NaN	-4.940	167230.841	0.000	0.040
29.315	3.633	104.519	38.036	282.915	2.020	530.991	-148.984	6.520	0.507	NaN	-4.925	167230.962	0.000	0.050
29.292	3.632	104.586	37.986	285.341	2.019	530.961	-148.888	6.517	0.507	NaN	-4.581	167231.091	0.000	0.050
29.258	3.632	104.562	38.011	288.243	2.019	530.856	-148.812	6.513	0.507	NaN	-4.432	167231.202	0.000	0.050
29.318	3.633	104.575	37.946	288.243	2.020	531.020	-148.956	6.520	0.507	NaN	-4.433	167231.314	0.000	0.050
29.342	3.635	104.618	38.028	288.911	2.020	531.061	-148.952	6.524	0.508	NaN	-4.270	167231.436	0.000	0.050
29.299	3.634	104.632	38.029	288.960	2.019	530.970	-148.851	6.519	0.507	NaN	-4.399	167231.566	0.000	0.050
29.312	3.634	104.613	37.938	288.171	2.019	530.984	-148.883	6.521	0.507	NaN	-4.351	167231.679	0.000	0.050
29.322	3.634	104.584	38.116	289.588	2.020	531.009	-148.936	6.521	0.507	NaN	-4.400	167231.799	0.000	0.050
29.284	3.634	104.557	38.012	288.837	2.019	530.886	-148.845	6.517	0.507	NaN	-4.475	167231.922	0.000	0.050
29.281	3.636	104.537	38.058	289.105	2.019	530.808	-148.792	6.519	0.508	NaN	-4.397	167232.037	0.000	0.050
29.307	3.632	104.535	38.122	289.586	2.020	530.978	-148.955	6.519	0.507	NaN	-4.349	167232.159	0.000	0.050
29.280	3.635	104.512	37.914	287.955	2.019	530.826	-148.834	6.518	0.507	NaN	-4.455	167232.271	0.000	0.050
29.314	3.631	104.507	37.959	286.180	2.020	531.030	-149.033	6.518	0.507	NaN	-4.324	167232.388	0.000	0.050
29.343	3.634	104.476	38.255	288.889	2.020	531.032	-149.066	6.524	0.508	NaN	-4.017	167232.500	0.000	0.060
29.288	3.638	104.446	37.948	286.247	2.018	530.746	-148.823	6.522	0.508	NaN	-3.852	167232.617	0.000	0.060
29.314	3.638	104.446	37.875	287.710	2.019	530.820	-148.894	6.525	0.508	NaN	-3.837	167232.733	0.000	0.060
29.304	3.636	104.441	38.140	289.843	2.019	530.839	-148.917	6.522	0.508	NaN	-3.852	167232.863	0.000	0.060
29.338	3.637	104.429	38.165	289.824	2.020	530.917	-149.003	6.527	0.508	NaN	-3.895	167232.986	0.000	0.060
29.347	3.639	104.405	38.132	289.428	2.019	530.884	-148.996	6.530	0.508	NaN	-3.860	167233.109	0.000	0.060
29.359	3.636	104.405	38.077	289.304	2.020	530.984	-149.091	6.529	0.508	NaN	-3.800	167233.225	0.000	0.060
29.380	3.641	104.410	38.064	289.186	2.020	530.935	-149.040	6.535	0.509	NaN	-3.705	167233.355	0.000	0.060
29.354	3.641	104.384	38.067	289.191	2.019	530.843	-148.978	6.533	0.509	NaN	-3.889	167233.486	0.000	0.060
29.351	3.641	104.378	38.066	289.264	2.019	530.829	-148.970	6.532	0.509	NaN	-3.841	167233.616	0.000	0.060
29.311	3.636	104.355	38.173	289.952	2.019	530.809	-148.974	6.524	0.508	NaN	-3.868	167233.733	0.000	0.060
29.341	3.637	104.340	38.206	286.951	2.020	530.889	-149.065	6.527	0.508	NaN	-3.932	167233.860	0.000	0.060
29.374	3.640	104.329	38.004	285.415	2.020	530.898	-149.084	6.534	0.509	NaN	-3.640	167233.987	0.000	0.070
29.340	3.643	104.336	38.075	288.141	2.019	530.712	-148.900	6.534	0.509	NaN	-3.277	167234.101	0.000	0.070
29.337	3.640	104.322	38.226	290.221	2.019	530.779	-148.978	6.530	0.508	NaN	-3.272	167234.229	0.000	0.070
29.376	3.643	104.302	38.198	290.183	2.019	530.818	-149.035	6.537	0.509	NaN	-3.277	167234.352	0.000	0.070
29.394	3.644	104.291	38.026	288.842	2.020	530.858	-149.085	6.540	0.509	NaN	-3.152	167234.465	0.000	0.070
29.380	3.642	104.285	38.085	289.432	2.020	530.858	-149.091	6.536	0.509	NaN	-3.258	167234.580	0.000	0.070
29.379	3.641	104.265	38.197	290.154	2.020	530.854	-149.107	6.536	0.509	NaN	-3.303	167234.703	0.000	0.070
29.341	3.640	104.252	38.105	289.394	2.019	530.765	-149.035	6.531	0.508	NaN	-3.276	167234.822	0.000	0.070
29.315	3.639	104.177	38.168	290.022	2.019	530.662	-149.012	6.528	0.508	NaN	-3.347	167234.938	0.000	0.070
29.389	3.639	104.015	38.150	289.834	2.020	530.819	-149.324	6.537	0.509	NaN	-3.294	167235.063	0.000	0.070
29.396	3.640	104.050	38.156	289.851	2.020	530.834	-149.304	6.538	0.509	NaN	-3.288	167235.183	0.000	0.070
29.407	3.641	104.118	38.161	289.952	2.020	530.872	-149.271	6.540	0.509	NaN	-3.312	167235.304	0.000	0.070
29.373	3.644	104.139	38.268	288.409	2.019	530.711	-149.096	6.539	0.509	NaN	-3.251	167235.416	0.000	0.080
29.408	3.641	104.149	38.203	287.805	2.020	530.897	-149.264	6.540	0.509	NaN	-2.982	167235.533	0.000	0.080
29.426	3.642	104.130	38.158	288.832	2.021	530.925	-149.310	6.542	0.509	NaN	-2.991	167235.644	0.000	0.080
29.441	3.645	104.094	38.084	289.310	2.020	530.885	-149.307	6.547	0.510	NaN	-2.975	167235.758	0.000	0.080
29.378	3.646	104.098	38.209	290.209	2.019	530.653	-149.083	6.542	0.509	NaN	-2.942	167235.880	0.000	0.080
29.422	3.645	104.070	38.143	289.703	2.020	530.800	-149.251	6.545	0.510	NaN	-2.802	167236.008	0.000	0.080
29.365	3.641	104.055	38.192	290.145	2.020	530.725	-149.193	6.535	0.509	NaN	-2.724	167236.124	0.000	0.080
29.374	3.642	103.812	38.058	289.187	2.020	530.614	-149.331	6.539	0.509	NaN	-2.920	167236.251	0.000	0.080
29.389	3.645	103.826	38.238	290.469	2.019	530.585	-149.289	6.543	0.510	NaN	-2.981	167236.374	0.000	0.080
29.372	3.647	103.846	38.200	290.261	2.018	530.480	-149.170	6.544	0.510	NaN	-2.780	167236.490	0.000	0.080
29.446	3.651	103.879	38.251	290.633	2.019	530.627	-149.276	6.555	0.510	NaN	-2.619	167236.612	0.000	0.080
29.420	3.652	103.882	38.181	290.114	2.019	530.524	-149.175	6.553	0.510	NaN	-2.869	167236.743	0.000	0.080
29.456	3.651	103.894	38.138	288.529	2.020	530.681	-149.313	6.555	0.510	NaN	-2.749	167236.856	0.000	0.080
29.388	3.646	103.675	38.188	288.117	2.019	530.491	-149.351	6.545	0.510	NaN	-2.662	167236.969	0.000	0.090
29.435	3.646	103.676	38.267	288.781	2.020	530.626	-149.478	6.550	0.510	NaN	-2.491	167237.097	0.000	0.090
29.404	3.646	103.739	38.227	290.007	2.019	530.570	-149.362	6.546	0.510	NaN	-2.493	167237.215	0.000	0.090
29.401	3.649	103.760	38.238	290.565	2.019	530.494	-149.268	6.549	0.510	NaN	-2.308	167237.329	0.000	0.090
29.475	3.650	103.787	38.249	290.526	2.020	530.715	-149.452	6.557	0.511	NaN	-2.314	167237.439	0.000	0.090
29.470	3.650	103.791	38.211	290.260	2.020	530.702	-149.436	6.556	0.511	NaN	-2.467	167237.556	0.000	0.090
29.490	3.653	103.802	38.205	290.358	2.020	530.693	-149.417	6.561	0.511	NaN	-2.460	167237.669	0.000	0.090
29.496	3.657	103.859	38.208	290.267	2.019	530.630	-149.300	6.566	0.511	NaN	-2.319	167237.798	0.000	0.090
29.404	3.655	103.840	38.152	289.900	2.018	530.383	-149.082	6.555	0.511	NaN	-2.319	167237.924	0.000	0.090
29.424	3.650	103.821	38.295	290.903	2.019	530.559	-149.270	6.552	0.510	NaN	-2.320	167238.036	0.000	0.090
29.467	3.651	103.739	38.388	291.526	2.020	530.650	-149.438	6.557	0.511	NaN	-2.264	167238.151	0.000	0.090
29.429	3.651	103.566	38.116	289.639	2.019	530.431	-149.403	6.555	0.511	NaN	-2.265	167238.280	0.000	0.090
29.426	3.649	103.570	38.046	286.129	2.019	530.489	-149.453	6.552	0.510	NaN	-2.141	167238.396	0.000	0.100
29.475	3.650	103.588	38.279	289.155	2.020	530.627	-149.567	6.558	0.511	NaN	-2.034	167238.526	0.000	0.100
29.440	3.650	103.554	38.252	289.506	2.020	530.496	-149.477	6.555	0.511	NaN	-2.122	167238.654	0.000	0.100
29.483	3.655	103.369	38.205	290.099	2.020	530.404	-149.573	6.566	0.512	NaN	-1.935	167238.768	0.000	0.100
29.447	3.653	103.421	38.364	291.410	2.019	530.383	-149.501	6.559	0.511	NaN	-2.113	167238.887	0.000	0.100
29.404	3.650	103.464	38.306	291.010	2.019	530.336	-149.413	6.552	0.510	NaN	-1.982	167238.997	0.000	0.100
29.434	3.651	103.488	38.137	289.570	2.019	530.426	-149.475	6.555	0.511	NaN	-1.868	167239.107	0.000	0.100
29.467	3.651	103.502	38.275	290.755	2.020	530.524	-149.555	6.559	0.511	NaN	-2.292	167239.235	0.000	0.100
29.471	3.653	103.490	38.411	291.659	2.020	530.495	-149.539	6.561	0.511	NaN	-1.800	167239.366	0.000	0.100
29.483	3.655	103.490	38.237	290.583	2.020	530.462	-149.508	6.565	0.511	NaN	-2.022	167239.480	0.000	0.100
29.481	3.655	103.465	38.252	290.619	2.019	530.442	-149.514	6.565	0.511	NaN	-1.933	167239.602	0.000	0.100
29.478	3.655	103.442	38.299	291.030	2.020	530.437	-149.532	6.564	0.511	NaN	-1.874	167239.730	0.000	0.100
29.451	3.659	103.448	38.366	289.638	2.018	530.258	-149.355	6.565	0.512	NaN	-1.817	167239.846	0.000	0.100
29.459	3.655	103.224	38.291	286.591	2.019	530.259	-149.581	6.564	0.512	NaN	-1.952	167239.966	0.000	0.110
29.442	3.658	103.219	38.297	289.879	2.018	530.143	-149.475	6.565	0.512	NaN	-1.742	167240.086	0.000	0.110
29.430	3.655	103.221	38.369	290.841	2.018	530.178	-149.506	6.561	0.511	NaN	-1.705	167240.197	0.000	0.110
29.483	3.653	103.261	38.315	290.960	2.020	530.423	-149.700	6.564	0.511	NaN	-1.522	167240.316	0.000	0.110
29.516	3.655	103.262	38.373	291.374	2.020	530.476	-149.749	6.569	0.512	NaN	-1.661	167240.438	0.000	0.110
29.526	3.657	103.271	38.272	290.693	2.020	530.444	-149.710	6.573	0.512	NaN	-1.670	167240.547	0.000	0.110
29.526	3.657	103.255	38.396	291.675	2.020	530.444	-149.725	6.572	0.512	NaN	-1.742	167240.668	0.000	0.110
29.512	3.656	103.255	38.228	290.491	2.020	530.422	-149.704	6.570	0.512	NaN	-1.502	167240.788	0.000	0.110
29.482	3.655	103.142	38.343	291.302	2.020	530.307	-149.709	6.566	0.512	NaN	-1.579	167240.904	0.000	0.110
29.470	3.657	103.007	38.383	291.523	2.019	530.156	-149.699	6.568	0.512	NaN	-1.489	167241.021	0.000	0.110
29.453	3.656	103.028	38.359	291.538	2.019	530.129	-149.653	6.565	0.512	NaN	-1.677	167241.141	0.000	0.110
29.476	3.654	103.051	38.171	289.943	2.020	530.268	-149.762	6.565	0.512	NaN	-1.579	167241.268	0.000	0.110
29.524	3.658	103.084	38.214	287.156	2.020	530.341	-149.799	6.574	0.512	NaN	-1.413	167241.387	0.000	0.110
29.524	3.660	103.094	38.435	289.666	2.020	530.282	-149.731	6.576	0.512	NaN	-1.391	167241.509	0.000	0.120
29.537	3.662	103.081	38.256	289.471	2.020	530.270	-149.734	6.579	0.513	NaN	-1.153	167241.619	0.000	0.120
29.463	3.662	103.105	38.227	290.360	2.018	530.042	-149.493	6.572	0.512	NaN	-1.321	167241.733	0.000	0.120
29.492	3.659	103.107	38.322	291.058	2.019	530.224	-149.664	6.571	0.512	NaN	-1.302	167241.855	0.000	0.120
29.536	3.660	103.098	38.441	292.096	2.020	530.312	-149.758	6.578	0.513	NaN	-1.329	167241.975	0.000	0.120
29.490	3.659	103.110	38.348	291.209	2.019	530.214	-149.651	6.571	0.512	NaN	-1.131	167242.096	0.000	0.120
29.465	3.656	102.867	38.210	290.302	2.019	530.095	-149.781	6.567	0.512	NaN	-1.134	167242.213	0.000	0.120
29.474	3.655	102.891	38.391	291.684	2.019	530.171	-149.829	6.567	0.512	NaN	-1.242	167242.326	0.000	0.120
29.516	3.655	102.919	38.392	291.660	2.020	530.315	-149.938	6.571	0.512	NaN	-1.297	167242.449	0.000	0.120
29.476	3.659	102.928	38.363	291.361	2.019	530.081	-149.707	6.571	0.512	NaN	-1.192	167242.571	0.000	0.120
29.515	3.661	102.691	38.169	289.977	2.019	530.049	-149.913	6.578	0.513	NaN	-1.179	167242.699	0.000	0.120
29.502	3.658	102.726	38.407	290.740	2.019	530.098	-149.924	6.574	0.512	NaN	-1.467	167242.819	0.000	0.120
29.506	3.658	102.619	38.523	289.588	2.019	530.042	-149.978	6.575	0.513	NaN	-1.448	167242.942	0.000	0.130
29.476	3.658	102.666	38.300	289.693	2.019	529.992	-149.884	6.571	0.512	NaN	-0.996	167243.062	0.000	0.130
29.447	3.659	102.483	38.298	289.811	2.018	529.788	-149.872	6.570	0.512	NaN	-1.050	167243.181	0.000	0.130
29.493	3.656	102.539	38.334	291.188	2.020	530.029	-150.046	6.572	0.512	NaN	-0.958	167243.297	0.000	0.130
29.493	3.654	102.434	38.437	291.991	2.020	530.041	-150.163	6.570	0.512	NaN	-1.111	167243.423	0.000	0.130
29.530	3.653	102.467	38.327	291.067	2.021	530.176	-150.258	6.574	0.512	NaN	-0.933	167243.546	0.000	0.130
29.566	3.655	102.424	38.393	291.777	2.021	530.220	-150.343	6.580	0.513	NaN	-0.866	167243.661	0.000	0.130
29.560	3.660	102.439	38.488	292.290	2.020	530.083	-150.197	6.584	0.513	NaN	-0.830	167243.772	0.000	0.130
29.487	3.662	102.397	38.348	291.328	2.018	529.790	-149.961	6.578	0.513	NaN	-1.000	167243.885	0.000	0.130
29.534	3.663	102.377	38.343	291.268	2.019	529.909	-150.094	6.584	0.513	NaN	-0.945	167244.009	0.000	0.130
29.528	3.663	102.361	38.350	291.371	2.019	529.875	-150.077	6.584	0.513	NaN	-1.082	167244.139	0.000	0.130
29.533	3.663	102.360	38.366	291.487	2.019	529.896	-150.099	6.584	0.513	NaN	-1.013	167244.262	0.000	0.130
29.534	3.660	102.348	38.370	287.215	2.020	529.973	-150.184	6.581	0.513	NaN	-0.990	167244.382	0.000	0.130
29.546	3.659	102.352	38.284	288.467	2.020	530.027	-150.231	6.582	0.513	NaN	-0.867	167244.509	0.000	0.140
29.520	3.660	102.431	38.383	288.388	2.019	529.959	-150.088	6.579	0.513	NaN	-0.796	167244.626	0.000	0.140
29.508	3.659	102.452	38.339	291.216	2.019	529.967	-150.074	6.577	0.513	NaN	-0.723	167244.743	0.000	0.140
29.519	3.655	102.502	38.350	291.408	2.020	530.115	-150.165	6.574	0.512	NaN	-0.736	167244.858	0.000	0.140
29.530	3.660	102.497	38.289	290.798	2.020	530.029	-150.088	6.580	0.513	NaN	-0.518	167244.974	0.000	0.140
29.530	3.660	102.532	38.384	291.651	2.020	530.042	-150.066	6.580	0.513	NaN	-0.621	167245.103	0.000	0.140
29.533	3.663	102.519	38.446	291.950	2.019	529.974	-150.014	6.583	0.513	NaN	-0.701	167245.225	0.000	0.140
29.544	3.665	102.514	38.313	291.138	2.019	529.942	-149.988	6.586	0.514	NaN	-0.583	167245.351	0.000	0.140
29.519	3.664	102.513	38.279	290.757	2.019	529.903	-149.952	6.582	0.513	NaN	-0.530	167245.472	0.000	0.140
29.497	3.663	102.409	38.391	291.461	2.019	529.810	-149.967	6.580	0.513	NaN	-0.681	167245.596	0.000	0.140
29.497	3.659	102.258	38.442	291.999	2.019	529.826	-150.133	6.577	0.513	NaN	-0.837	167245.717	0.000	0.140
29.514	3.660	102.307	38.422	290.754	2.019	529.880	-150.136	6.580	0.513	NaN	-0.856	167245.830	0.000	0.140
29.480	3.662	102.331	38.324	285.278	2.018	529.727	-149.966	6.578	0.513	NaN	-0.538	167245.956	0.000	0.150
29.527	3.663	102.367	38.382	289.766	2.019	529.877	-150.074	6.583	0.513	NaN	-0.344	167246.071	0.000	0.150
29.507	3.662	102.368	38.375	290.605	2.019	529.838	-150.035	6.580	0.513	NaN	-0.448	167246.184	0.000	0.150
29.492	3.660	102.357	38.369	291.528	2.019	529.827	-150.035	6.577	0.513	NaN	-0.287	167246.298	0.000	0.150
29.520	3.658	102.120	38.471	292.302	2.020	529.869	-150.313	6.579	0.513	NaN	-0.289	167246.412	0.000	0.150
29.531	3.657	102.147	38.470	292.243	2.020	529.932	-150.346	6.579	0.513	NaN	-0.304	167246.534	0.000	0.150
29.557	3.665	102.175	38.293	290.878	2.019	529.821	-150.212	6.590	0.514	NaN	-0.272	167246.655	0.000	0.150
29.514	3.663	102.188	38.415	291.716	2.019	529.749	-150.130	6.583	0.514	NaN	-0.424	167246.770	0.000	0.150
29.517	3.662	102.207	38.499	292.405	2.019	529.800	-150.160	6.582	0.513	NaN	-0.473	167246.891	0.000	0.150
29.492	3.659	102.201	38.239	290.570	2.019	529.779	-150.145	6.577	0.513	NaN	-0.269	167247.011	0.000	0.150
29.536	3.662	102.066	38.468	292.157	2.019	529.781	-150.282	6.585	0.514	NaN	-0.287	167247.126	0.000	0.150
29.551	3.661	101.963	38.466	292.196	2.020	529.799	-150.403	6.587	0.514	NaN	-0.389	167247.238	0.000	0.150
29.598	3.668	101.995	38.305	287.572	2.020	529.796	-150.368	6.598	0.515	NaN	-0.293	167247.359	0.000	0.150
29.510	3.665	102.024	38.383	287.959	2.018	529.604	-150.157	6.586	0.514	NaN	-0.279	167247.475	0.000	0.160
29.502	3.660	101.889	38.341	288.946	2.019	529.644	-150.329	6.581	0.513	NaN	-0.176	167247.606	0.000	0.160
29.533	3.662	101.829	38.536	292.554	2.019	529.667	-150.411	6.586	0.514	NaN	-0.244	167247.732	0.000	0.160
