														
Stagnation Pressure	Static Pressure	Stagnation Temperature	Manifold Pressure	Tank Pressure	Mach Number	Velocity	Static Temperature	Mass Flow	Static Density	Reynold's Number	BL Pstatic	Time	X	Y
29.582	3.668	101.876	38.408	291.742	2.019	529.694	-150.390	6.597	0.515	NaN	-0.152	167247.853	0.000	0.160
29.533	3.669	101.926	38.363	291.356	2.018	529.529	-150.183	6.593	0.514	NaN	-0.342	167247.982	0.000	0.160
29.535	3.668	101.811	38.429	291.863	2.018	529.509	-150.279	6.592	0.514	NaN	-0.122	167248.106	0.000	0.160
29.539	3.667	101.702	38.443	292.149	2.019	529.488	-150.368	6.593	0.515	NaN	0.034	167248.227	0.000	0.160
29.549	3.664	101.710	38.338	291.282	2.020	529.621	-150.486	6.590	0.514	NaN	-0.098	167248.347	0.000	0.160
29.541	3.664	101.819	38.423	291.883	2.019	529.638	-150.394	6.589	0.514	NaN	-0.031	167248.460	0.000	0.160
29.561	3.662	101.787	38.386	291.656	2.020	529.735	-150.518	6.589	0.514	NaN	-0.047	167248.578	0.000	0.160
29.597	3.660	101.756	38.399	291.488	2.021	529.882	-150.689	6.591	0.514	NaN	-0.161	167248.698	0.000	0.160
29.550	3.662	101.788	38.496	291.569	2.020	529.691	-150.475	6.589	0.514	NaN	0.022	167248.819	0.000	0.160
29.501	3.664	101.458	38.256	286.778	2.018	529.352	-150.482	6.587	0.514	NaN	-0.117	167248.930	0.000	0.170
29.498	3.658	101.602	38.409	289.743	2.019	529.563	-150.539	6.580	0.513	NaN	0.015	167249.049	0.000	0.170
29.553	3.660	101.542	38.526	291.968	2.020	529.641	-150.673	6.588	0.514	NaN	0.347	167249.177	0.000	0.170
29.581	3.664	101.656	38.470	292.250	2.020	529.674	-150.591	6.595	0.514	NaN	0.212	167249.290	0.000	0.170
29.536	3.668	101.550	38.369	291.428	2.018	529.394	-150.430	6.594	0.515	NaN	0.083	167249.411	0.000	0.170
29.549	3.668	101.624	38.490	292.452	2.019	529.466	-150.425	6.595	0.515	NaN	-0.096	167249.532	0.000	0.170
29.546	3.668	101.582	38.434	292.082	2.019	529.430	-150.432	6.595	0.515	NaN	0.338	167249.650	0.000	0.170
29.540	3.665	101.488	38.361	291.481	2.019	529.441	-150.536	6.592	0.515	NaN	0.333	167249.772	0.000	0.170
29.555	3.666	101.430	38.463	292.109	2.019	529.436	-150.590	6.595	0.515	NaN	0.000	167249.896	0.000	0.170
29.608	3.666	101.531	38.505	292.307	2.020	529.647	-150.690	6.600	0.515	NaN	-0.030	167250.012	0.000	0.170
29.587	3.669	101.346	38.510	292.557	2.019	529.442	-150.680	6.601	0.515	NaN	-0.014	167250.132	0.000	0.170
29.553	3.669	101.310	38.337	291.235	2.019	529.304	-150.585	6.598	0.515	NaN	0.224	167250.253	0.000	0.170
29.590	3.666	101.126	38.560	290.535	2.020	529.408	-150.868	6.600	0.515	NaN	0.218	167250.368	0.000	0.170
29.562	3.666	101.155	38.561	291.182	2.019	529.347	-150.781	6.597	0.515	NaN	0.319	167250.496	0.000	0.180
29.592	3.670	101.010	38.345	289.595	2.019	529.261	-150.843	6.605	0.516	NaN	0.428	167250.622	0.000	0.180
29.578	3.674	101.057	38.629	293.394	2.018	529.130	-150.672	6.607	0.516	NaN	0.557	167250.743	0.000	0.180
29.606	3.673	100.938	38.552	292.895	2.019	529.198	-150.856	6.610	0.516	NaN	0.483	167250.858	0.000	0.180
29.598	3.669	100.969	38.397	291.548	2.020	529.283	-150.906	6.605	0.516	NaN	0.433	167250.974	0.000	0.180
29.566	3.671	100.910	38.489	292.354	2.019	529.117	-150.806	6.603	0.516	NaN	0.409	167251.096	0.000	0.180
29.631	3.672	100.939	38.597	293.233	2.020	529.296	-150.948	6.611	0.516	NaN	0.624	167251.210	0.000	0.180
29.566	3.673	100.895	38.400	291.575	2.018	529.062	-150.770	6.605	0.516	NaN	0.324	167251.328	0.000	0.180
29.639	3.671	100.681	38.427	291.762	2.020	529.217	-151.130	6.613	0.516	NaN	0.349	167251.438	0.000	0.180
29.559	3.672	100.803	38.571	292.800	2.018	529.012	-150.813	6.605	0.516	NaN	0.376	167251.552	0.000	0.180
29.570	3.669	100.922	38.452	292.161	2.019	529.165	-150.840	6.603	0.516	NaN	0.160	167251.676	0.000	0.180
29.601	3.670	101.012	38.589	293.090	2.019	529.282	-150.862	6.606	0.516	NaN	0.456	167251.799	0.000	0.180
29.613	3.677	101.031	38.552	289.561	2.019	529.162	-150.728	6.614	0.516	NaN	0.579	167251.912	0.000	0.190
29.610	3.674	100.926	38.417	290.378	2.019	529.187	-150.857	6.611	0.516	NaN	0.472	167252.021	0.000	0.190
29.525	3.673	101.026	38.545	291.908	2.017	528.984	-150.563	6.601	0.516	NaN	0.499	167252.138	0.000	0.190
29.617	3.672	101.093	38.518	292.638	2.019	529.318	-150.815	6.609	0.516	NaN	0.998	167252.261	0.000	0.190
29.660	3.675	100.927	38.587	293.174	2.020	529.316	-150.978	6.617	0.517	NaN	0.561	167252.377	0.000	0.190
29.642	3.675	101.013	38.436	291.972	2.020	529.296	-150.874	6.615	0.516	NaN	0.753	167252.492	0.000	0.190
29.591	3.676	100.952	38.480	292.251	2.018	529.086	-150.735	6.611	0.516	NaN	0.731	167252.613	0.000	0.190
29.564	3.673	100.914	38.497	292.424	2.018	529.063	-150.751	6.605	0.516	NaN	0.490	167252.733	0.000	0.190
29.621	3.673	100.754	38.571	293.055	2.019	529.167	-151.011	6.612	0.516	NaN	0.712	167252.849	0.000	0.190
29.634	3.673	100.711	38.527	292.656	2.020	529.177	-151.063	6.614	0.516	NaN	0.706	167252.963	0.000	0.190
29.586	3.676	100.757	38.508	292.487	2.018	528.982	-150.832	6.611	0.516	NaN	0.832	167253.082	0.000	0.190
29.544	3.674	100.765	38.493	292.361	2.018	528.889	-150.735	6.605	0.516	NaN	0.676	167253.205	0.000	0.190
29.587	3.672	100.729	38.581	291.761	2.019	529.063	-150.936	6.608	0.516	NaN	0.631	167253.320	0.000	0.190
29.599	3.670	100.813	38.586	290.569	2.019	529.181	-150.965	6.607	0.516	NaN	0.563	167253.438	0.000	0.200
29.584	3.673	100.652	38.476	290.089	2.019	528.984	-150.938	6.609	0.516	NaN	0.876	167253.550	0.000	0.200
29.572	3.669	100.591	38.506	291.715	2.019	529.027	-151.040	6.604	0.516	NaN	0.765	167253.665	0.000	0.200
29.575	3.670	100.662	38.538	292.721	2.019	529.051	-150.992	6.605	0.516	NaN	0.904	167253.786	0.000	0.200
29.626	3.671	100.618	38.642	293.407	2.020	529.170	-151.149	6.611	0.516	NaN	1.062	167253.903	0.000	0.200
29.619	3.674	100.588	38.631	293.334	2.019	529.042	-151.057	6.614	0.517	NaN	0.890	167254.021	0.000	0.200
29.595	3.673	100.569	38.550	292.787	2.019	528.991	-151.027	6.610	0.516	NaN	0.676	167254.133	0.000	0.200
29.560	3.669	100.565	38.555	292.765	2.019	528.987	-151.029	6.603	0.516	NaN	0.889	167254.255	0.000	0.200
29.663	3.674	100.550	38.639	293.592	2.020	529.159	-151.207	6.619	0.517	NaN	1.128	167254.370	0.000	0.200
29.669	3.674	100.521	38.610	293.270	2.020	529.180	-151.256	6.619	0.517	NaN	1.096	167254.501	0.000	0.200
29.634	3.675	100.496	38.477	292.304	2.019	529.026	-151.133	6.617	0.517	NaN	1.131	167254.629	0.000	0.200
29.528	3.676	100.473	38.543	292.828	2.017	528.649	-150.798	6.608	0.516	NaN	0.865	167254.745	0.000	0.200
29.615	3.673	100.437	38.635	287.751	2.019	528.990	-151.159	6.613	0.517	NaN	1.116	167254.869	0.000	0.200
29.616	3.677	100.419	38.499	290.621	2.019	528.877	-151.070	6.618	0.517	NaN	1.043	167254.997	0.000	0.210
29.596	3.679	100.399	38.457	290.296	2.018	528.758	-150.976	6.618	0.517	NaN	1.025	167255.109	0.000	0.210
29.625	3.681	100.381	38.715	294.027	2.018	528.801	-151.036	6.622	0.517	NaN	1.096	167255.234	0.000	0.210
29.678	3.682	100.356	38.561	292.909	2.019	528.926	-151.179	6.629	0.518	NaN	0.941	167255.356	0.000	0.210
29.618	3.678	100.332	38.425	291.887	2.019	528.832	-151.114	6.619	0.517	NaN	1.427	167255.477	0.000	0.210
29.647	3.675	100.092	38.640	293.422	2.020	528.885	-151.404	6.620	0.517	NaN	1.226	167255.591	0.000	0.210
29.653	3.678	100.110	38.510	292.578	2.019	528.830	-151.334	6.624	0.518	NaN	1.342	167255.715	0.000	0.210
29.664	3.679	100.141	38.480	292.345	2.019	528.840	-151.312	6.626	0.518	NaN	1.040	167255.837	0.000	0.210
29.633	3.681	100.166	38.609	293.092	2.018	528.722	-151.174	6.624	0.518	NaN	1.230	167255.955	0.000	0.210
29.632	3.681	100.180	38.557	292.915	2.018	528.708	-151.148	6.625	0.518	NaN	1.144	167256.068	0.000	0.210
29.630	3.679	100.146	38.571	293.118	2.019	528.741	-151.213	6.623	0.518	NaN	1.006	167256.178	0.000	0.210
29.589	3.676	100.008	38.456	292.215	2.018	528.627	-151.242	6.616	0.517	NaN	1.313	167256.299	0.000	0.210
29.604	3.676	99.951	38.500	289.830	2.018	528.643	-151.315	6.618	0.517	NaN	1.014	167256.412	0.000	0.220
29.641	3.673	99.868	38.631	291.992	2.020	528.795	-151.542	6.620	0.517	NaN	1.338	167256.523	0.000	0.220
29.653	3.676	99.798	38.548	291.675	2.020	528.732	-151.552	6.624	0.518	NaN	1.519	167256.645	0.000	0.220
29.624	3.674	99.846	38.605	293.186	2.019	528.705	-151.479	6.619	0.517	NaN	1.474	167256.759	0.000	0.220
29.621	3.674	99.868	38.466	292.137	2.019	528.711	-151.463	6.618	0.517	NaN	1.165	167256.887	0.000	0.220
29.583	3.673	99.917	38.574	293.077	2.019	528.636	-151.342	6.614	0.517	NaN	1.277	167256.998	0.000	0.220
29.656	3.673	99.901	38.523	292.564	2.020	528.872	-151.582	6.621	0.517	NaN	1.430	167257.119	0.000	0.220
29.627	3.674	99.942	38.416	291.847	2.019	528.779	-151.453	6.618	0.517	NaN	1.412	167257.231	0.000	0.220
29.637	3.672	99.911	38.453	292.035	2.020	528.840	-151.542	6.618	0.517	NaN	1.435	167257.343	0.000	0.220
29.643	3.674	99.910	38.536	292.686	2.020	528.799	-151.504	6.621	0.517	NaN	1.378	167257.464	0.000	0.220
29.618	3.676	99.924	38.463	292.241	2.019	528.672	-151.370	6.620	0.517	NaN	1.500	167257.583	0.000	0.220
29.646	3.679	99.914	38.510	292.571	2.019	528.678	-151.385	6.626	0.518	NaN	1.546	167257.703	0.000	0.220
29.595	3.678	99.714	38.607	292.243	2.018	528.462	-151.381	6.620	0.518	NaN	1.421	167257.824	0.000	0.220
29.568	3.674	99.742	38.402	286.366	2.018	528.496	-151.383	6.613	0.517	NaN	1.063	167257.936	0.000	0.230
29.567	3.671	99.557	38.456	290.786	2.019	528.479	-151.553	6.612	0.517	NaN	1.411	167258.046	0.000	0.230
29.625	3.672	99.584	38.609	292.455	2.020	528.643	-151.683	6.619	0.517	NaN	1.651	167258.163	0.000	0.230
29.649	3.674	99.641	38.494	292.473	2.020	528.698	-151.677	6.623	0.518	NaN	1.537	167258.277	0.000	0.230
29.646	3.678	99.645	38.425	292.001	2.019	528.578	-151.558	6.626	0.518	NaN	1.491	167258.390	0.000	0.230
29.626	3.679	99.668	38.530	292.609	2.019	528.520	-151.481	6.625	0.518	NaN	1.366	167258.502	0.000	0.230
29.611	3.673	99.658	38.461	292.171	2.019	528.604	-151.571	6.618	0.517	NaN	1.692	167258.631	0.000	0.230
29.565	3.671	99.678	38.403	291.678	2.019	528.535	-151.485	6.611	0.517	NaN	1.572	167258.745	0.000	0.230
29.534	3.667	99.691	38.518	292.680	2.019	528.541	-151.479	6.603	0.516	NaN	1.523	167258.860	0.000	0.230
29.559	3.665	99.690	38.463	292.087	2.019	528.659	-151.591	6.605	0.516	NaN	1.534	167258.982	0.000	0.230
29.636	3.670	99.671	38.500	292.492	2.020	528.777	-151.722	6.617	0.517	NaN	1.648	167259.097	0.000	0.230
29.653	3.672	99.676	38.624	293.428	2.020	528.772	-151.712	6.621	0.517	NaN	1.764	167259.213	0.000	0.230
29.593	3.671	99.650	38.442	290.915	2.019	528.596	-151.571	6.614	0.517	NaN	1.631	167259.333	0.000	0.230
29.606	3.673	99.656	38.476	288.338	2.019	528.602	-151.570	6.617	0.517	NaN	1.572	167259.454	0.000	0.240
29.625	3.672	99.411	38.537	290.947	2.020	528.557	-151.773	6.620	0.518	NaN	1.653	167259.566	0.000	0.240
29.563	3.670	99.429	38.468	291.917	2.019	528.433	-151.637	6.611	0.517	NaN	1.601	167259.697	0.000	0.240
29.566	3.669	99.270	38.513	292.626	2.019	528.391	-151.756	6.611	0.517	NaN	1.523	167259.820	0.000	0.240
29.571	3.669	99.324	38.436	292.072	2.019	528.414	-151.724	6.612	0.517	NaN	2.020	167259.935	0.000	0.240
29.579	3.669	99.354	38.573	292.965	2.019	528.461	-151.738	6.613	0.517	NaN	2.022	167260.059	0.000	0.240
29.608	3.672	99.388	38.434	291.974	2.019	528.502	-151.743	6.618	0.517	NaN	1.760	167260.172	0.000	0.240
29.563	3.675	99.437	38.465	292.330	2.018	528.310	-151.512	6.616	0.517	NaN	1.824	167260.286	0.000	0.240
29.576	3.672	99.445	38.535	292.641	2.019	528.413	-151.602	6.615	0.517	NaN	1.923	167260.399	0.000	0.240
29.588	3.673	99.421	38.370	291.286	2.019	528.418	-151.631	6.617	0.517	NaN	1.866	167260.513	0.000	0.240
29.585	3.675	99.385	38.356	291.403	2.018	528.350	-151.602	6.618	0.518	NaN	1.829	167260.629	0.000	0.240
29.586	3.671	99.347	38.529	292.729	2.019	528.431	-151.717	6.615	0.517	NaN	2.151	167260.745	0.000	0.240
29.615	3.669	99.305	38.536	289.053	2.020	528.545	-151.868	6.617	0.517	NaN	1.920	167260.877	0.000	0.240
29.615	3.669	99.200	38.372	288.274	2.020	528.509	-151.938	6.617	0.517	NaN	1.930	167260.991	0.000	0.250
29.587	3.671	99.082	38.376	289.764	2.019	528.316	-151.873	6.617	0.518	NaN	1.963	167261.108	0.000	0.250
29.566	3.672	99.097	38.477	292.317	2.018	528.221	-151.768	6.616	0.518	NaN	2.303	167261.237	0.000	0.250
29.585	3.674	99.098	38.402	291.600	2.018	528.229	-151.775	6.620	0.518	NaN	1.842	167261.353	0.000	0.250
29.553	3.674	99.077	38.478	292.261	2.018	528.119	-151.690	6.617	0.518	NaN	2.172	167261.474	0.000	0.250
29.562	3.671	99.081	38.366	291.461	2.019	528.236	-151.798	6.614	0.517	NaN	1.893	167261.587	0.000	0.250
29.597	3.676	99.058	38.458	292.080	2.018	528.197	-151.784	6.623	0.518	NaN	1.899	167261.702	0.000	0.250
29.568	3.672	99.038	38.500	292.428	2.018	528.204	-151.810	6.616	0.518	NaN	1.694	167261.822	0.000	0.250
29.635	3.671	99.004	38.377	291.649	2.020	528.418	-152.048	6.622	0.518	NaN	1.882	167261.946	0.000	0.250
29.620	3.673	98.976	38.495	292.393	2.019	528.323	-151.986	6.622	0.518	NaN	2.027	167262.060	0.000	0.250
29.551	3.669	98.955	38.368	291.376	2.019	528.177	-151.869	6.612	0.517	NaN	2.036	167262.180	0.000	0.250
29.592	3.668	98.933	38.514	292.318	2.020	528.330	-152.036	6.615	0.517	NaN	1.944	167262.304	0.000	0.250
29.554	3.666	98.881	38.526	290.570	2.019	528.237	-151.999	6.610	0.517	NaN	1.898	167262.423	0.000	0.260
29.569	3.666	98.858	38.319	289.090	2.019	528.268	-152.052	6.612	0.517	NaN	2.399	167262.552	0.000	0.260
29.566	3.669	98.838	38.507	291.520	2.019	528.177	-151.985	6.614	0.517	NaN	2.047	167262.668	0.000	0.260
29.552	3.666	98.802	38.508	292.464	2.019	528.181	-152.025	6.610	0.517	NaN	2.063	167262.786	0.000	0.260
29.531	3.668	98.767	38.302	291.107	2.018	528.060	-151.945	6.610	0.517	NaN	2.262	167262.901	0.000	0.260
29.589	3.666	98.560	38.542	292.806	2.020	528.187	-152.273	6.616	0.518	NaN	2.363	167263.021	0.000	0.260
29.601	3.670	98.535	38.516	292.576	2.020	528.134	-152.247	6.620	0.518	NaN	2.447	167263.133	0.000	0.260
29.623	3.672	98.631	38.469	292.240	2.020	528.182	-152.197	6.624	0.518	NaN	2.293	167263.248	0.000	0.260
29.594	3.673	98.610	38.507	292.441	2.019	528.058	-152.100	6.622	0.518	NaN	2.192	167263.380	0.000	0.260
29.580	3.670	98.584	38.534	292.748	2.019	528.073	-152.140	6.618	0.518	NaN	2.617	167263.510	0.000	0.260
29.537	3.669	98.528	38.375	291.449	2.018	527.945	-152.075	6.613	0.518	NaN	2.305	167263.639	0.000	0.260
29.597	3.672	98.270	38.427	292.055	2.019	527.919	-152.308	6.624	0.518	NaN	2.243	167263.763	0.000	0.260
29.568	3.673	98.301	38.396	289.895	2.018	527.843	-152.205	6.621	0.518	NaN	2.337	167263.885	0.000	0.260
29.594	3.672	98.329	38.523	289.545	2.019	527.961	-152.289	6.622	0.518	NaN	2.309	167264.008	0.000	0.270
29.605	3.669	98.340	38.664	291.919	2.020	528.053	-152.366	6.621	0.518	NaN	2.415	167264.125	0.000	0.270
29.629	3.672	98.343	38.382	291.535	2.020	528.057	-152.366	6.627	0.519	NaN	2.347	167264.238	0.000	0.270
29.637	3.677	98.335	38.464	292.144	2.019	527.976	-152.297	6.632	0.519	NaN	2.327	167264.352	0.000	0.270
29.591	3.674	98.326	38.385	291.565	2.019	527.878	-152.214	6.625	0.519	NaN	2.459	167264.470	0.000	0.270
29.603	3.672	98.356	38.494	292.429	2.019	528.004	-152.303	6.623	0.518	NaN	2.308	167264.582	0.000	0.270
29.685	3.678	98.317	38.579	292.935	2.020	528.087	-152.420	6.638	0.519	NaN	2.199	167264.696	0.000	0.270
29.673	3.681	98.293	38.511	292.546	2.019	527.949	-152.314	6.640	0.520	NaN	2.116	167264.812	0.000	0.270
29.569	3.679	98.276	38.493	292.420	2.017	527.671	-152.067	6.627	0.519	NaN	2.479	167264.936	0.000	0.270
29.583	3.676	98.240	38.453	292.092	2.018	527.771	-152.198	6.626	0.519	NaN	2.412	167265.050	0.000	0.270
29.606	3.675	98.208	38.476	292.303	2.019	527.866	-152.320	6.627	0.519	NaN	2.810	167265.171	0.000	0.270
29.563	3.673	98.153	38.451	292.158	2.018	527.748	-152.263	6.622	0.518	NaN	2.475	167265.294	0.000	0.270
29.591	3.671	98.111	38.486	289.783	2.019	527.873	-152.424	6.622	0.518	NaN	2.378	167265.412	0.000	0.280
29.627	3.671	98.057	38.414	289.390	2.020	527.943	-152.544	6.627	0.519	NaN	2.530	167265.537	0.000	0.280
29.685	3.675	98.024	38.737	292.230	2.020	528.005	-152.635	6.637	0.519	NaN	2.439	167265.648	0.000	0.280
29.626	3.676	97.992	38.478	292.216	2.019	527.795	-152.469	6.632	0.519	NaN	2.756	167265.759	0.000	0.280
29.609	3.674	97.961	38.372	291.521	2.019	527.778	-152.484	6.628	0.519	NaN	2.662	167265.880	0.000	0.280
29.606	3.673	97.944	38.676	293.797	2.019	527.776	-152.498	6.628	0.519	NaN	2.926	167265.999	0.000	0.280
29.651	3.677	97.918	38.523	292.647	2.019	527.817	-152.563	6.636	0.519	NaN	2.543	167266.115	0.000	0.280
29.636	3.674	97.623	38.411	291.886	2.020	527.694	-152.741	6.634	0.519	NaN	2.923	167266.239	0.000	0.280
29.687	3.677	97.640	38.571	292.956	2.020	527.788	-152.814	6.642	0.520	NaN	2.700	167266.363	0.000	0.280
29.622	3.679	97.651	38.556	292.752	2.018	527.547	-152.574	6.636	0.520	NaN	2.748	167266.477	0.000	0.280
29.679	3.678	97.648	38.385	291.584	2.020	527.738	-152.758	6.642	0.520	NaN	2.520	167266.586	0.000	0.280
29.708	3.680	97.648	38.557	292.960	2.020	527.780	-152.798	6.647	0.520	NaN	2.605	167266.700	0.000	0.280
29.643	3.681	97.640	38.359	290.466	2.018	527.543	-152.581	6.641	0.520	NaN	2.598	167266.815	0.000	0.280
29.647	3.682	97.653	38.415	287.492	2.018	527.536	-152.562	6.643	0.520	NaN	2.808	167266.937	0.000	0.290
29.672	3.682	97.633	38.712	291.349	2.019	527.615	-152.657	6.645	0.520	NaN	2.930	167267.055	0.000	0.290
29.658	3.684	97.543	38.432	291.425	2.018	527.470	-152.609	6.646	0.521	NaN	2.851	167267.168	0.000	0.290
29.581	3.685	97.404	38.414	291.850	2.016	527.136	-152.431	6.640	0.521	NaN	2.878	167267.290	0.000	0.290
29.597	3.679	97.442	38.498	292.587	2.018	527.369	-152.614	6.635	0.520	NaN	2.716	167267.420	0.000	0.290
29.613	3.678	97.437	38.650	293.529	2.018	527.430	-152.677	6.636	0.520	NaN	2.720	167267.536	0.000	0.290
29.611	3.678	97.414	38.449	292.123	2.018	527.433	-152.703	6.635	0.520	NaN	2.891	167267.658	0.000	0.290
29.618	3.678	97.371	38.501	292.595	2.018	527.419	-152.733	6.637	0.520	NaN	2.963	167267.778	0.000	0.290
29.657	3.677	97.359	38.661	293.647	2.019	527.556	-152.874	6.640	0.520	NaN	2.789	167267.894	0.000	0.290
29.642	3.676	97.339	38.605	293.164	2.019	527.543	-152.882	6.637	0.520	NaN	2.613	167268.016	0.000	0.290
29.672	3.680	97.320	38.510	292.770	2.019	527.514	-152.874	6.645	0.521	NaN	3.014	167268.144	0.000	0.290
29.632	3.681	97.308	38.572	293.015	2.018	527.354	-152.734	6.642	0.520	NaN	2.993	167268.258	0.000	0.290
29.629	3.681	97.289	38.550	289.764	2.018	527.336	-152.736	6.642	0.520	NaN	2.819	167268.369	0.000	0.290
29.572	3.677	97.262	38.552	289.156	2.018	527.249	-152.680	6.632	0.520	NaN	2.434	167268.492	0.000	0.300
29.614	3.675	97.243	38.539	290.866	2.019	527.430	-152.871	6.634	0.520	NaN	3.190	167268.617	0.000	0.300
29.658	3.677	97.015	38.618	293.207	2.019	527.398	-153.069	6.642	0.520	NaN	3.206	167268.728	0.000	0.300
29.655	3.676	97.022	38.614	293.322	2.020	527.429	-153.091	6.641	0.520	NaN	3.306	167268.843	0.000	0.300
29.692	3.681	97.080	38.565	292.917	2.020	527.449	-153.052	6.649	0.521	NaN	3.017	167268.959	0.000	0.300
29.678	3.683	97.075	38.490	292.354	2.019	527.352	-152.965	6.649	0.521	NaN	3.130	167269.083	0.000	0.300
29.691	3.682	97.078	38.621	293.535	2.019	527.409	-153.016	6.650	0.521	NaN	3.102	167269.198	0.000	0.300
29.676	3.682	97.081	38.605	293.340	2.019	527.356	-152.963	6.649	0.521	NaN	3.106	167269.321	0.000	0.300
29.625	3.681	97.075	38.417	291.799	2.018	527.217	-152.838	6.643	0.521	NaN	3.025	167269.446	0.000	0.300
29.617	3.680	97.050	38.535	292.882	2.018	527.230	-152.874	6.640	0.520	NaN	3.342	167269.558	0.000	0.300
29.601	3.674	97.051	38.598	293.221	2.019	527.313	-152.953	6.633	0.520	NaN	3.001	167269.675	0.000	0.300
29.609	3.674	97.005	38.579	293.122	2.019	527.324	-153.009	6.634	0.520	NaN	3.334	167269.798	0.000	0.300
29.628	3.676	96.971	38.572	290.723	2.019	527.312	-153.031	6.638	0.520	NaN	2.868	167269.915	0.000	0.310
29.667	3.682	96.941	38.530	290.297	2.019	527.262	-153.014	6.649	0.521	NaN	2.916	167270.029	0.000	0.310
29.653	3.680	96.880	38.605	291.915	2.019	527.247	-153.061	6.645	0.521	NaN	2.933	167270.151	0.000	0.310
29.642	3.680	96.720	38.626	293.458	2.019	527.141	-153.120	6.645	0.521	NaN	3.343	167270.264	0.000	0.310
29.686	3.681	96.736	38.516	292.621	2.019	527.265	-153.222	6.650	0.521	NaN	3.321	167270.387	0.000	0.310
29.685	3.684	96.768	38.445	292.166	2.019	527.201	-153.129	6.653	0.521	NaN	3.316	167270.512	0.000	0.310
29.697	3.679	96.769	38.559	292.833	2.020	527.362	-153.281	6.649	0.521	NaN	3.489	167270.624	0.000	0.310
29.648	3.679	96.762	38.489	292.288	2.019	527.212	-153.145	6.644	0.521	NaN	3.390	167270.734	0.000	0.310
29.645	3.681	96.733	38.596	293.259	2.019	527.139	-153.105	6.646	0.521	NaN	3.091	167270.850	0.000	0.310
29.665	3.680	96.698	38.555	292.870	2.019	527.191	-153.190	6.648	0.521	NaN	3.084	167270.963	0.000	0.310
29.595	3.679	96.690	38.445	292.007	2.018	527.009	-153.025	6.639	0.521	NaN	3.566	167271.076	0.000	0.310
29.575	3.673	96.654	38.373	291.658	2.018	527.069	-153.117	6.632	0.520	NaN	3.056	167271.206	0.000	0.310
29.591	3.673	96.611	38.632	291.869	2.019	527.115	-153.205	6.633	0.520	NaN	3.404	167271.334	0.000	0.310
29.606	3.673	96.599	38.647	289.908	2.019	527.145	-153.245	6.635	0.520	NaN	3.295	167271.449	0.000	0.320
29.638	3.677	96.561	38.508	290.596	2.019	527.125	-153.264	6.643	0.521	NaN	3.471	167271.559	0.000	0.320
29.617	3.680	96.534	38.482	291.434	2.018	526.967	-153.141	6.644	0.521	NaN	3.661	167271.669	0.000	0.320
29.614	3.675	96.476	38.598	293.106	2.019	527.051	-153.278	6.639	0.521	NaN	3.450	167271.783	0.000	0.320
29.641	3.677	96.467	38.642	293.551	2.019	527.090	-153.324	6.644	0.521	NaN	3.590	167271.904	0.000	0.320
29.642	3.673	96.438	38.634	293.577	2.020	527.172	-153.431	6.640	0.521	NaN	3.395	167272.025	0.000	0.320
29.646	3.675	96.443	38.507	292.461	2.020	527.135	-153.391	6.643	0.521	NaN	3.333	167272.142	0.000	0.320
29.657	3.679	96.339	38.507	292.487	2.019	527.017	-153.384	6.648	0.521	NaN	3.561	167272.265	0.000	0.320
29.704	3.684	96.320	38.575	293.113	2.019	527.045	-153.429	6.658	0.522	NaN	3.527	167272.394	0.000	0.320
29.696	3.683	96.274	38.609	293.241	2.019	527.021	-153.452	6.656	0.522	NaN	3.681	167272.514	0.000	0.320
29.633	3.681	96.124	38.482	292.332	2.018	526.798	-153.391	6.649	0.522	NaN	3.150	167272.637	0.000	0.320
29.618	3.681	96.015	38.508	292.520	2.018	526.695	-153.403	6.648	0.522	NaN	3.262	167272.757	0.000	0.320
29.617	3.681	96.031	38.530	290.602	2.018	526.704	-153.395	6.648	0.522	NaN	3.154	167272.868	0.000	0.320
29.595	3.676	96.042	38.505	290.803	2.018	526.780	-153.456	6.640	0.521	NaN	3.500	167272.984	0.000	0.330
29.595	3.677	96.040	38.554	291.048	2.018	526.744	-153.423	6.641	0.521	NaN	3.473	167273.096	0.000	0.330
29.618	3.678	96.051	38.460	291.593	2.019	526.801	-153.466	6.645	0.521	NaN	3.375	167273.226	0.000	0.330
29.627	3.677	96.029	38.577	292.958	2.019	526.834	-153.520	6.645	0.521	NaN	3.655	167273.342	0.000	0.330
29.618	3.678	95.786	38.576	293.068	2.018	526.667	-153.605	6.646	0.521	NaN	3.849	167273.461	0.000	0.330
29.634	3.679	95.795	38.450	292.091	2.019	526.696	-153.624	6.649	0.522	NaN	3.739	167273.585	0.000	0.330
29.644	3.680	95.817	38.570	292.833	2.019	526.712	-153.616	6.651	0.522	NaN	3.681	167273.715	0.000	0.330
29.637	3.679	95.843	38.374	291.465	2.019	526.739	-153.616	6.649	0.522	NaN	3.354	167273.825	0.000	0.330
29.624	3.678	95.849	38.580	293.078	2.019	526.727	-153.599	6.646	0.521	NaN	3.497	167273.944	0.000	0.330
29.614	3.676	95.857	38.595	293.200	2.019	526.753	-153.615	6.643	0.521	NaN	3.513	167274.065	0.000	0.330
29.568	3.676	95.647	38.459	292.187	2.018	526.499	-153.585	6.640	0.521	NaN	3.763	167274.180	0.000	0.330
29.613	3.673	95.661	38.367	291.003	2.019	526.715	-153.775	6.642	0.521	NaN	3.268	167274.308	0.000	0.330
