"Normals:0","Normals:1","Normals:2","MMID","density","doublelevel","dx","level","machnumber","machnumberavg","pressure","pressureavg","qcriterion","reynoldsstressxx","reynoldsstressxy","reynoldsstressxz","reynoldsstressyy","reynoldsstressyz","reynoldsstresszz","temperature","tke","velocitymag","velocitymagavg","velocityx","velocityxavg","velocityy","velocityyavg","velocityz","velocityzavg","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,2.0315,0.018671,-0.0254
-0.977099,0,0,-1,0.194994,0,0.00025,14,0.790298,0.876033,19434.3,19669.4,3.07513e+09,4163.84,-579.464,16.5047,758.776,14.5033,2062.88,347.205,3492.75,295.209,324.441,294.193,319.939,5.5513,-2.89837,23.827,0.105449,1,0.000158725,2.0315,0.0188297,-0.0254
-0.977099,0,0,-1,0.194994,0,0.00025,14,0.790298,0.876033,19434.3,19669.4,3.07513e+09,4163.84,-579.464,16.5047,758.776,14.5033,2062.88,347.205,3492.75,295.209,324.441,294.193,319.939,5.5513,-2.89837,23.827,0.105449,1,0.000317452,2.0315,0.0189885,-0.0254
-0.977099,0,0,-1,0.194911,0,0.00025,14,1.1436,1.1754,19232.7,19554.9,8.39678e+09,5572.37,-830.722,-50.0545,812.621,12.0072,2445.27,343.75,4415.13,425.049,433.506,420.85,429.687,16.4276,-2.5795,-57.2885,-0.739491,1,0.000476178,2.0315,0.0191472,-0.0254
-0.977099,0,0,-1,0.200497,0,0.00025,14,1.05891,1.19864,19990.1,19590.3,2.27926e+10,3764.35,-582.322,2.00328,1054.87,15.0101,1719.38,347.334,3269.3,395.621,441.341,392.626,438.157,14.3015,-2.29124,-46.4292,-0.792176,1,0.000634903,2.0315,0.0193059,-0.0254
-0.977099,0,0,-1,0.200497,0,0.00025,14,1.05891,1.19864,19990.1,19590.3,2.27926e+10,3764.35,-582.322,2.00328,1054.87,15.0101,1719.38,347.334,3269.3,395.621,441.341,392.626,438.157,14.3015,-2.29124,-46.4292,-0.792176,1,0.00079363,2.0315,0.0194646,-0.0254
-0.977099,0,0,-1,0.198774,0,0.00025,14,1.05278,1.28052,19749.8,19534.1,1.04114e+10,3865.76,-684.95,11.0223,875.508,4.17979,1678.07,346.132,3209.67,392.648,470.259,391.417,467.515,-4.47696,-2.15862,30.7443,-0.390937,1,0.000952356,2.0315,0.0196234,-0.0254
-0.977099,0,0,-1,0.200978,0,0.00025,14,1.09768,1.32065,20020.6,19600.3,2.86862e+09,3468.83,-589.372,-6.62736,840.107,9.35586,1537.33,347.03,2923.14,409.924,483.987,407.88,481.501,-20.2665,-2.90237,35.506,0.0625189,1,0.00111108,2.0315,0.0197821,-0.0254
-0.977099,0,0,-1,0.200978,0,0.00025,14,1.09768,1.32065,20020.6,19600.3,2.86862e+09,3468.83,-589.372,-6.62736,840.107,9.35586,1537.33,347.03,2923.14,409.924,483.987,407.88,481.501,-20.2665,-2.90237,35.506,0.0625189,1,0.00126981,2.0315,0.0199408,-0.0254
-0.977099,0,0,-1,0.200613,0,0.00025,14,1.13951,1.36394,19978.6,19540.2,-5.09378e+09,3383.99,-590.763,0.515341,803.68,4.48975,1512.2,346.932,2849.94,425.487,498.575,424.754,496.222,5.03513,-2.63308,24.4459,-0.174846,1,0.00142853,2.0315,0.0200995,-0.0254
-0.977099,0,0,-1,0.200624,0,0.00025,14,1.08491,1.39695,19909.3,19605.1,-8.14776e+08,3247.6,-570.469,15.1764,785.397,17.3551,1416.69,345.709,2724.85,404.385,509.811,404.333,507.617,4.10587,-3.14523,5.05074,-0.0276682,1,0.00158726,2.0315,0.0202583,-0.0254
-0.977099,0,0,-1,0.200624,0,0.00025,14,1.08491,1.39695,19909.3,19605.1,-8.14776e+08,3247.6,-570.469,15.1764,785.397,17.3551,1416.69,345.709,2724.85,404.385,509.811,404.333,507.617,4.10587,-3.14523,5.05074,-0.0276682,1,0.00174599,2.0315,0.020417,-0.0254
-0.977099,0,0,-1,0.201102,0,0.00025,14,1.09111,1.42496,19975.4,19549.2,-2.17921e+09,3040.08,-557.748,42.5281,763.664,3.83688,1385.55,346.034,2594.65,406.887,518.947,406.554,516.848,1.08704,-2.71872,16.4123,-0.100351,1,0.00190471,2.0315,0.0205757,-0.0254
-0.977099,0,0,-1,0.201102,0,0.00025,14,1.09111,1.42496,19975.4,19549.2,-2.17921e+09,3040.08,-557.748,42.5281,763.664,3.83688,1385.55,346.034,2594.65,406.887,518.947,406.554,516.848,1.08704,-2.71872,16.4123,-0.100351,1,0.00206344,2.0315,0.0207344,-0.0254
-0.977099,0,0,-1,0.202429,0,0.00025,14,1.08724,1.45217,20053,19609.6,-4.38265e+08,2922.9,-571.968,62.005,732.437,16.562,1365.14,345.1,2510.24,404.894,528.034,403.582,526.017,-11.2675,-3.18774,30.5517,-0.131242,1,0.00222216,2.0315,0.0208932,-0.0254
-0.977099,0,0,-1,0.200644,0,0.00025,14,1.23221,1.47343,20077.1,19568.7,4.84158e+09,2745.17,-544.824,36.366,673.174,7.98874,1330.95,348.587,2374.64,461.195,534.889,458.124,532.984,11.2166,-2.96039,51.9435,-0.17228,1,0.00238089,2.0315,0.0210519,-0.0254
-0.977099,0,0,-1,0.200644,0,0.00025,14,1.23221,1.47343,20077.1,19568.7,4.84158e+09,2745.17,-544.824,36.366,673.174,7.98874,1330.95,348.587,2374.64,461.195,534.889,458.124,532.984,11.2166,-2.96039,51.9435,-0.17228,1,0.00253962,2.0315,0.0212106,-0.0254
-0.977099,0,0,-1,0.204922,0,0.00025,14,1.31013,1.49222,20208.8,19645.8,1.21189e+09,2561.53,-541.823,37.6047,545.068,4.51134,1145.31,343.55,2125.95,486.803,541.019,485.303,539.432,13.249,-3.46611,35.8188,-0.239801,1,0.00269834,2.0315,0.0213693,-0.0254
-0.988555,0,0,-1,0.202966,0,0.0005,13,1.26655,1.52386,20029.2,19594.4,-1.77703e+08,2309.97,-533.918,26.0146,513.352,2.99119,1004.96,343.778,1914.14,470.766,551.689,469.182,550.298,21.3985,-3.14548,32.1096,-0.222911,1,0.00285707,2.0315,0.0215281,-0.0254
-0.988555,0,0,-1,0.202966,0,0.0005,13,1.26655,1.52386,20029.2,19594.4,-1.77703e+08,2309.97,-533.918,26.0146,513.352,2.99119,1004.96,343.778,1914.14,470.766,551.689,469.182,550.298,21.3985,-3.14548,32.1096,-0.222911,1,0.00301579,2.0315,0.0216868,-0.0254
-0.988555,0,0,-1,0.202966,0,0.0005,13,1.26655,1.52386,20029.2,19594.4,-1.77703e+08,2309.97,-533.918,26.0146,513.352,2.99119,1004.96,343.778,1914.14,470.766,551.689,469.182,550.298,21.3985,-3.14548,32.1096,-0.222911,1,0.00317452,2.0315,0.0218455,-0.0254
-0.988555,0,0,-1,0.204831,0,0.0005,13,1.26986,1.55824,20165.8,19594.8,-1.01144e+09,2250.4,-529.856,19.5456,554.437,8.90559,1079.86,342.972,1942.35,471.444,562.714,470.292,561.243,21.0242,-3.24361,25.3607,-0.16712,1,0.00333325,2.0315,0.0220042,-0.0254
-0.988555,0,0,-1,0.204831,0,0.0005,13,1.26986,1.55824,20165.8,19594.8,-1.01144e+09,2250.4,-529.856,19.5456,554.437,8.90559,1079.86,342.972,1942.35,471.444,562.714,470.292,561.243,21.0242,-3.24361,25.3607,-0.16712,1,0.00349197,2.0315,0.022163,-0.0254
-0.988555,0,0,-1,0.204831,0,0.0005,13,1.26986,1.55824,20165.8,19594.8,-1.01144e+09,2250.4,-529.856,19.5456,554.437,8.90559,1079.86,342.972,1942.35,471.444,562.714,470.292,561.243,21.0242,-3.24361,25.3607,-0.16712,1,0.0036507,2.0315,0.0223217,-0.0254
-0.988555,0,0,-1,0.204831,0,0.0005,13,1.26986,1.55824,20165.8,19594.8,-1.01144e+09,2250.4,-529.856,19.5456,554.437,8.90559,1079.86,342.972,1942.35,471.444,562.714,470.292,561.243,21.0242,-3.24361,25.3607,-0.16712,1,0.00380942,2.0315,0.0224804,-0.0254
-0.988555,0,0,-1,0.205278,0,0.0005,13,1.20836,1.58807,20098.2,19579.6,-1.18625e+09,2170.27,-515.222,41.6674,622.224,7.88284,1149.66,341.078,1971.07,447.37,571.787,445.155,570.215,19.3302,-3.13206,40.0367,-0.416366,1,0.00396815,2.0315,0.0226391,-0.0254
-0.988555,0,0,-1,0.205278,0,0.0005,13,1.20836,1.58807,20098.2,19579.6,-1.18625e+09,2170.27,-515.222,41.6674,622.224,7.88284,1149.66,341.078,1971.07,447.37,571.787,445.155,570.215,19.3302,-3.13206,40.0367,-0.416366,1,0.00412688,2.0315,0.0227979,-0.0254
-0.988555,0,0,-1,0.205278,0,0.0005,13,1.20836,1.58807,20098.2,19579.6,-1.18625e+09,2170.27,-515.222,41.6674,622.224,7.88284,1149.66,341.078,1971.07,447.37,571.787,445.155,570.215,19.3302,-3.13206,40.0367,-0.416366,1,0.0042856,2.0315,0.0229566,-0.0254
-0.988555,0,0,-1,0.210143,0,0.0005,13,1.26938,1.61426,20172.2,19579.2,-2.96278e+09,2021.94,-508.544,53.1944,613.276,-0.440487,1117.39,334.408,1876.3,465.344,579.282,464.733,577.763,10.9721,-3.21608,21.155,-0.262983,1,0.00444433,2.0315,0.0231153,-0.0254
-0.988555,0,0,-1,0.210143,0,0.0005,13,1.26938,1.61426,20172.2,19579.2,-2.96278e+09,2021.94,-508.544,53.1944,613.276,-0.440487,1117.39,334.408,1876.3,465.344,579.282,464.733,577.763,10.9721,-3.21608,21.155,-0.262983,1,0.00460305,2.0315,0.0232741,-0.0254
-0.988555,0,0,-1,0.210143,0,0.0005,13,1.26938,1.61426,20172.2,19579.2,-2.96278e+09,2021.94,-508.544,53.1944,613.276,-0.440487,1117.39,334.408,1876.3,465.344,579.282,464.733,577.763,10.9721,-3.21608,21.155,-0.262983,1,0.00476178,2.0315,0.0234328,-0.0254
-0.988555,0,0,-1,0.214491,0,0.0005,13,1.45315,1.63594,20196.4,19575.9,-1.07708e+09,1811.08,-492.336,42.9054,585.554,-2.58055,1001.32,328.023,1698.97,527.605,586.382,527.536,585.006,7.4518,-3.24943,4.06052,-0.326754,1,0.00492051,2.0315,0.0235915,-0.0254
-0.988555,0,0,-1,0.214491,0,0.0005,13,1.45315,1.63594,20196.4,19575.9,-1.07708e+09,1811.08,-492.336,42.9054,585.554,-2.58055,1001.32,328.023,1698.97,527.605,586.382,527.536,585.006,7.4518,-3.24943,4.06052,-0.326754,1,0.00507923,2.0315,0.0237502,-0.0254
-0.988555,0,0,-1,0.214491,0,0.0005,13,1.45315,1.63594,20196.4,19575.9,-1.07708e+09,1811.08,-492.336,42.9054,585.554,-2.58055,1001.32,328.023,1698.97,527.605,586.382,527.536,585.006,7.4518,-3.24943,4.06052,-0.326754,1,0.00523796,2.0315,0.023909,-0.0254
-0.988555,0,0,-1,0.213479,0,0.0005,13,1.5663,1.65541,20004.4,19586.2,-6.06863e+08,1696.9,-476.823,36.8518,533.701,-2.14681,932.216,326.443,1581.41,567.313,592.325,567.254,591.064,5.73338,-3.30772,-5.82421,-0.632557,1,0.00539668,2.0315,0.0240677,-0.0254
-0.988555,0,0,-1,0.213479,0,0.0005,13,1.5663,1.65541,20004.4,19586.2,-6.06863e+08,1696.9,-476.823,36.8518,533.701,-2.14681,932.216,326.443,1581.41,567.313,592.325,567.254,591.064,5.73338,-3.30772,-5.82421,-0.632557,1,0.00555541,2.0315,0.0242264,-0.0254
-0.988555,0,0,-1,0.213479,0,0.0005,13,1.5663,1.65541,20004.4,19586.2,-6.06863e+08,1696.9,-476.823,36.8518,533.701,-2.14681,932.216,326.443,1581.41,567.313,592.325,567.254,591.064,5.73338,-3.30772,-5.82421,-0.632557,1,0.00571414,2.0315,0.0243851,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.00587286,2.0315,0.0245439,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.00603159,2.0315,0.0247026,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.00619031,2.0315,0.0248613,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.00634904,2.0315,0.02502,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.00650777,2.0315,0.0251788,-0.0254
0.00595948,0,0,-1,0.214916,0,0.001,12,1.68767,1.68521,19850.7,19583.3,-3.43797e+08,1524.25,-454.071,34.1582,479.132,-1.08988,775.363,321.769,1389.37,606.882,601.701,606.759,600.636,-2.2102,-3.66703,12.0061,-0.981077,1,0.00666649,2.0315,0.0253375,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00682522,2.0315,0.0254962,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00698394,2.0315,0.0256549,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00714267,2.0315,0.0258137,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.0073014,2.0315,0.0259724,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00746012,2.0315,0.0261311,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00761885,2.0315,0.0262898,-0.0254
0.00595948,0,0,-1,0.215502,0,0.001,12,1.73904,1.72503,19743.2,19570.1,-5.09434e+07,1459.77,-440.284,29.2711,457.261,1.24431,740.286,319.158,1328.66,622.811,613.894,621.53,612.896,2.18331,-3.91221,39.8645,-1.18845,1,0.00777757,2.0315,0.0264486,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.0079363,2.0315,0.0266073,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.00809503,2.0315,0.026766,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.00825375,2.0315,0.0269248,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.00841248,2.0315,0.0270835,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.0085712,2.0315,0.0272422,-0.0254
0.00595948,0,0,-1,0.21542,0,0.001,12,1.70788,1.75966,19855.1,19547.8,-1.67163e+08,1440.37,-420.062,22.9125,478.646,7.46735,808.086,321.087,1363.55,613.499,624.243,608.967,623.187,14.2799,-4.15825,73.0494,-1.36335,1,0.00872993,2.0315,0.0274009,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00888866,2.0315,0.0275597,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00904738,2.0315,0.0277184,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00920611,2.0315,0.0278771,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00936483,2.0315,0.0280358,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00952356,2.0315,0.0281946,-0.0254
0.00595948,0,0,-1,0.219486,0,0.001,12,1.81985,1.79626,19473.3,19529.5,1.08277e+08,1360.82,-390.987,23.8614,503.365,8.85023,806.391,309.08,1335.29,641.381,634.165,638.083,633.105,24.8148,-4.48678,60.0387,-1.29226,1,0.00968229,2.0315,0.0283533,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.00984101,2.0315,0.028512,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.00999974,2.0315,0.0286707,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.0101585,2.0315,0.0288295,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.0103172,2.0315,0.0289882,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.0104759,2.0315,0.0291469,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.0106346,2.0315,0.0293056,-0.0254
0.00595948,0,0,-1,0.223427,0,0.001,12,1.85068,1.82482,19742.4,19523.5,-1.83033e+08,1206.15,-358.884,22.4495,444.978,5.22996,687.939,307.824,1169.53,650.921,643.253,647.569,642.345,9.07584,-4.59479,65.349,-1.15963,1,0.0107934,2.0315,0.0294644,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.0109521,2.0315,0.0296231,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.0111108,2.0315,0.0297818,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.0112695,2.0315,0.0299405,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.0114283,2.0315,0.0300993,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.011587,2.0315,0.030258,-0.0254
0.00595948,0,0,-1,0.223488,0,0.001,12,1.85017,1.85498,19772.5,19535.3,-2.81876e+08,1070.61,-322.159,19.9943,355.583,3.6391,559.369,308.209,992.784,651.146,652.104,650.213,651.374,2.77583,-4.79235,34.7285,-0.930386,1,0.0117457,2.0315,0.0304167,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0119045,2.0315,0.0305755,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0120632,2.0315,0.0307342,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0122219,2.0315,0.0308929,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0123806,2.0315,0.0310516,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0125394,2.0315,0.0312104,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0126981,2.0315,0.0313691,-0.0254
nan,nan,nan,0,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0128568,2.0315,0.0315278,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.0130155,2.0315,0.0316865,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.0131743,2.0315,0.0318453,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.013333,2.0315,0.032004,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.0134917,2.0315,0.0321627,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.0136504,2.0315,0.0323214,-0.0254
0.502921,0,0,-1,0.216235,0,0.002,11,1.78995,1.89793,19264.2,19486.1,8.89235e+06,850.502,-258.637,20.8186,241.154,0.280921,332.967,310.358,712.312,632.145,665.378,632.12,664.915,-4.22247,-5.68475,-3.74423,-0.868031,1,0.0138092,2.0315,0.0324802,-0.0254
0.502921,0,0,-1,0.219651,0,0.002,11,1.94251,1.95781,19257.9,19460.8,3.78677e+07,605.843,-179.799,12.4142,169.174,-2.60396,159.688,305.432,467.353,680.559,683.482,680.47,683.21,-10.8207,-6.18232,1.95571,-0.537332,1,0.0139679,2.0315,0.0326389,-0.0254
0.502921,0,0,-1,0.219651,0,0.002,11,1.94251,1.95781,19257.9,19460.8,3.78677e+07,605.843,-179.799,12.4142,169.174,-2.60396,159.688,305.432,467.353,680.559,683.482,680.47,683.21,-10.8207,-6.18232,1.95571,-0.537332,1,0.0141266,2.0315,0.0327976,-0.0254
0.502921,0,0,-1,0.219651,0,0.002,11,1.94251,1.95781,19257.9,19460.8,3.78677e+07,605.843,-179.799,12.4142,169.174,-2.60396,159.688,305.432,467.353,680.559,683.482,680.47,683.21,-10.8207,-6.18232,1.95571,-0.537332,1,0.0142853,2.0315,0.0329563,-0.0254
0.502921,0,0,-1,0.219651,0,0.002,11,1.94251,1.95781,19257.9,19460.8,3.78677e+07,605.843,-179.799,12.4142,169.174,-2.60396,159.688,305.432,467.353,680.559,683.482,680.47,683.21,-10.8207,-6.18232,1.95571,-0.537332,1,0.0144441,2.0315,0.0331151,-0.0254
