														
Stagnation Pressure	Static Pressure	Stagnation Temperature	Manifold Pressure	Tank Pressure	Mach Number	Velocity	Static Temperature	Mass Flow	Static Density	Reynold's Number	BL Pstatic	Time	X	Y
26.798	3.214	97.569	32.791	249.738	2.041	530.695	-155.652	5.892	0.459	NaN	-6.790	7793.513	0.000	0.000
26.852	3.219	97.621	32.880	250.421	2.041	530.772	-155.673	5.902	0.460	NaN	-6.832	7793.640	0.000	0.000
26.844	3.223	97.671	32.999	251.295	2.040	530.670	-155.525	5.905	0.460	NaN	-6.772	7793.753	0.000	0.000
26.889	3.226	97.738	32.921	250.751	2.041	530.762	-155.547	5.912	0.460	NaN	-6.751	7793.866	0.000	0.000
26.947	3.228	97.790	33.211	252.873	2.042	530.922	-155.647	5.920	0.461	NaN	-6.765	7793.993	0.000	0.000
26.994	3.234	97.852	33.081	251.952	2.041	530.938	-155.600	5.930	0.462	NaN	-6.809	7794.102	0.000	0.000
27.030	3.241	97.906	33.107	252.143	2.041	530.901	-155.511	5.940	0.462	NaN	-6.723	7794.212	0.000	0.000
27.022	3.245	97.950	33.248	253.149	2.040	530.762	-155.333	5.944	0.463	NaN	-6.702	7794.324	0.000	0.000
27.070	3.246	97.999	33.245	253.068	2.041	530.920	-155.436	5.949	0.463	NaN	-6.772	7794.434	0.000	0.000
27.077	3.251	98.022	33.453	254.774	2.040	530.830	-155.327	5.954	0.463	NaN	-6.697	7794.542	0.000	0.000
27.108	3.258	98.065	33.314	253.632	2.040	530.766	-155.224	5.964	0.464	NaN	-6.701	7794.652	0.000	0.000
27.139	3.258	98.127	33.344	253.908	2.040	530.881	-155.271	5.967	0.464	NaN	-6.753	7794.765	0.000	0.000
27.163	3.264	98.165	33.415	254.471	2.040	530.815	-155.169	5.975	0.465	NaN	-6.653	7794.879	0.000	0.000
27.178	3.268	98.203	33.461	254.682	2.039	530.769	-155.088	5.981	0.466	NaN	-6.717	7794.997	0.000	0.000
27.144	3.269	98.218	33.441	254.664	2.038	530.629	-154.939	5.978	0.466	NaN	-6.673	7795.120	0.000	0.000
27.209	3.269	98.251	33.577	255.576	2.040	530.879	-155.144	5.984	0.466	NaN	-6.695	7795.235	0.000	0.000
27.271	3.272	98.287	33.631	255.991	2.041	531.015	-155.239	5.993	0.466	NaN	-6.660	7795.359	0.000	0.000
27.313	3.276	98.320	33.647	256.288	2.041	531.049	-155.238	6.002	0.467	NaN	-6.642	7795.472	0.000	0.000
27.317	3.281	98.353	33.845	257.593	2.040	530.952	-155.113	6.006	0.467	NaN	-6.670	7795.585	0.000	0.000
27.383	3.285	98.387	33.928	258.196	2.041	531.077	-155.198	6.017	0.468	NaN	-6.664	7795.713	0.000	0.000
27.398	3.290	98.244	33.889	257.837	2.040	530.908	-155.179	6.025	0.469	NaN	-6.690	7795.835	0.000	0.000
27.462	3.298	98.298	33.892	258.039	2.040	530.948	-155.164	6.038	0.470	NaN	-6.581	7795.956	0.000	0.000
27.504	3.299	98.372	34.159	260.115	2.041	531.068	-155.205	6.044	0.470	NaN	-6.633	7796.081	0.000	0.000
27.498	3.304	98.453	34.101	259.466	2.040	530.972	-155.032	6.047	0.471	NaN	-6.636	7796.200	0.000	0.000
27.550	3.309	98.492	34.037	259.071	2.040	531.022	-155.040	6.057	0.471	NaN	-6.555	7796.315	0.000	0.000
27.607	3.317	98.543	34.251	260.677	2.040	531.010	-154.978	6.070	0.472	NaN	-6.608	7796.427	0.000	0.000
27.557	3.316	98.485	34.263	260.761	2.039	530.839	-154.873	6.065	0.472	NaN	-6.535	7796.549	0.000	0.000
27.573	3.320	98.484	34.206	260.366	2.038	530.792	-154.829	6.070	0.473	NaN	-6.533	7796.669	0.000	0.000
27.704	3.324	98.559	34.326	261.136	2.041	531.139	-155.085	6.087	0.474	NaN	-6.649	7796.791	0.000	0.000
27.738	3.329	98.640	34.446	262.087	2.040	531.154	-155.018	6.095	0.474	NaN	-6.530	7796.900	0.000	0.000
27.762	3.334	98.652	34.239	260.633	2.040	531.101	-154.956	6.102	0.475	NaN	-6.522	7797.010	0.000	0.000
27.736	3.339	98.516	34.449	262.136	2.038	530.809	-154.812	6.106	0.475	NaN	-6.501	7797.125	0.000	0.000
27.737	3.339	98.608	34.553	262.966	2.038	530.867	-154.776	6.105	0.475	NaN	-6.572	7797.248	0.000	0.000
27.749	3.339	98.662	34.635	263.531	2.039	530.919	-154.772	6.106	0.475	NaN	-6.522	7797.369	0.000	0.000
27.796	3.341	98.726	34.548	262.842	2.039	531.067	-154.850	6.112	0.476	NaN	-6.427	7797.480	0.000	0.000
27.804	3.340	98.598	34.644	263.587	2.040	531.057	-154.968	6.113	0.476	NaN	-6.473	7797.600	0.000	0.000
27.870	3.344	98.674	34.674	263.823	2.041	531.193	-155.021	6.123	0.476	NaN	-6.483	7797.717	0.000	0.000
27.919	3.351	98.759	34.664	263.822	2.040	531.207	-154.950	6.134	0.477	NaN	-6.554	7797.828	0.000	0.000
27.957	3.354	98.832	34.805	264.888	2.041	531.273	-154.940	6.141	0.478	NaN	-6.410	7797.937	0.000	0.000
27.937	3.356	98.875	34.731	264.230	2.040	531.194	-154.822	6.140	0.478	NaN	-6.488	7798.048	0.000	0.000
27.953	3.358	98.928	34.661	263.703	2.040	531.202	-154.776	6.144	0.478	NaN	-6.441	7798.160	0.000	0.000
28.003	3.364	98.966	34.890	265.513	2.040	531.228	-154.763	6.154	0.479	NaN	-6.420	7798.284	0.000	0.000
27.943	3.366	99.008	34.992	266.116	2.038	530.997	-154.501	6.150	0.479	NaN	-6.420	7798.408	0.000	0.000
27.927	3.365	99.032	35.012	266.314	2.038	530.974	-154.454	6.148	0.478	NaN	-6.443	7798.536	0.000	0.000
27.979	3.368	99.072	34.939	265.985	2.039	531.103	-154.537	6.155	0.479	NaN	-6.468	7798.662	0.000	0.000
28.006	3.367	98.982	35.054	266.618	2.039	531.167	-154.689	6.158	0.479	NaN	-6.423	7798.776	0.000	0.000
28.042	3.370	98.908	35.193	267.632	2.039	531.153	-154.750	6.165	0.480	NaN	-6.413	7798.889	0.000	0.000
28.109	3.375	98.967	35.171	267.532	2.040	531.276	-154.808	6.176	0.480	NaN	-6.405	7799.001	0.000	0.000
28.096	3.382	99.035	35.234	268.042	2.038	531.075	-154.548	6.181	0.481	NaN	-6.366	7799.113	0.000	0.000
28.114	3.386	99.081	35.223	268.007	2.038	531.048	-154.476	6.187	0.481	NaN	-6.359	7799.236	0.000	0.000
28.159	3.389	99.128	35.275	268.345	2.039	531.125	-154.502	6.195	0.482	NaN	-6.287	7799.355	0.000	0.000
28.162	3.394	99.171	35.299	268.615	2.038	531.038	-154.376	6.199	0.482	NaN	-6.339	7799.466	0.000	0.000
28.222	3.393	99.197	35.344	268.883	2.039	531.261	-154.563	6.204	0.483	NaN	-6.366	7799.587	0.000	0.000
28.261	3.396	99.209	35.403	269.369	2.040	531.327	-154.614	6.211	0.483	NaN	-6.363	7799.712	0.000	0.000
28.281	3.397	99.022	35.301	268.505	2.040	531.256	-154.734	6.215	0.483	NaN	-6.406	7799.833	0.000	0.000
28.257	3.399	99.084	35.497	270.033	2.039	531.150	-154.571	6.215	0.483	NaN	-6.386	7799.942	0.000	0.000
28.325	3.402	99.148	35.521	270.101	2.040	531.343	-154.691	6.223	0.484	NaN	-6.312	7800.054	0.000	0.000
28.300	3.406	99.207	35.456	269.604	2.039	531.164	-154.461	6.225	0.484	NaN	-6.287	7800.168	0.000	0.000
28.334	3.405	99.250	35.522	270.166	2.040	531.332	-154.579	6.227	0.484	NaN	-6.283	7800.288	0.000	0.000
28.364	3.409	99.285	35.708	271.634	2.039	531.337	-154.548	6.234	0.485	NaN	-6.364	7800.414	0.000	0.000
28.417	3.411	99.311	35.694	271.557	2.040	531.464	-154.643	6.241	0.485	NaN	-6.350	7800.535	0.000	0.000
28.395	3.414	99.352	35.525	270.263	2.039	531.320	-154.465	6.242	0.485	NaN	-6.236	7800.649	0.000	0.000
28.435	3.421	99.387	35.823	272.421	2.039	531.285	-154.396	6.252	0.486	NaN	-6.283	7800.761	0.000	0.000
28.466	3.424	99.432	35.757	271.859	2.039	531.338	-154.402	6.258	0.487	NaN	-6.243	7800.874	0.000	0.000
28.490	3.426	99.370	35.559	270.513	2.039	531.313	-154.441	6.263	0.487	NaN	-6.283	7800.998	0.000	0.000
28.486	3.430	99.260	35.901	273.108	2.038	531.157	-154.402	6.267	0.488	NaN	-6.228	7801.109	0.000	0.000
28.496	3.431	99.316	35.874	272.673	2.038	531.175	-154.363	6.269	0.488	NaN	-6.164	7801.222	0.000	0.000
28.526	3.437	99.191	35.795	272.339	2.038	531.061	-154.379	6.278	0.489	NaN	-6.215	7801.330	0.000	0.000
28.535	3.440	99.261	35.856	272.724	2.037	531.039	-154.287	6.282	0.489	NaN	-6.203	7801.439	0.000	0.000
28.547	3.442	99.348	35.887	272.881	2.037	531.067	-154.227	6.285	0.489	NaN	-6.290	7801.551	0.000	0.000
28.562	3.441	99.409	35.858	272.630	2.038	531.171	-154.266	6.285	0.489	NaN	-6.247	7801.666	0.000	0.000
28.596	3.442	99.464	36.000	273.740	2.038	531.274	-154.309	6.289	0.489	NaN	-6.264	7801.779	0.000	0.000
28.621	3.442	99.501	35.987	273.655	2.039	531.386	-154.380	6.291	0.489	NaN	-6.280	7801.892	0.000	0.000
28.613	3.443	99.534	36.064	274.267	2.039	531.335	-154.297	6.292	0.489	NaN	-6.235	7802.005	0.000	0.000
28.679	3.450	99.566	35.962	273.350	2.039	531.385	-154.313	6.304	0.490	NaN	-6.215	7802.116	0.000	0.000
28.672	3.449	99.596	35.999	273.782	2.039	531.399	-154.296	6.303	0.490	NaN	-6.160	7802.237	0.000	0.000
28.670	3.451	99.626	36.073	274.430	2.038	531.351	-154.221	6.305	0.490	NaN	-6.125	7802.358	0.000	0.000
28.652	3.452	99.667	36.149	274.679	2.038	531.296	-154.128	6.303	0.490	NaN	-6.190	7802.468	0.000	0.000
28.665	3.451	99.640	36.181	275.139	2.038	531.333	-154.190	6.304	0.490	NaN	-6.293	7802.578	0.000	0.000
28.698	3.455	99.642	36.148	274.829	2.038	531.342	-154.196	6.311	0.491	NaN	-6.316	7802.689	0.000	0.000
28.736	3.459	99.650	36.251	275.709	2.039	531.374	-154.219	6.318	0.491	NaN	-6.352	7802.807	0.000	0.000
28.743	3.463	99.670	36.248	275.608	2.038	531.303	-154.131	6.323	0.492	NaN	-6.259	7802.928	0.000	0.000
28.766	3.466	99.687	36.129	274.666	2.038	531.307	-154.118	6.328	0.492	NaN	-6.186	7803.050	0.000	0.000
28.749	3.465	99.697	36.252	275.715	2.038	531.267	-154.069	6.326	0.492	NaN	-6.241	7803.159	0.000	0.000
28.801	3.462	99.696	36.376	276.540	2.039	531.506	-154.299	6.328	0.492	NaN	-6.163	7803.271	0.000	0.000
28.749	3.464	99.687	36.301	270.681	2.038	531.287	-154.099	6.325	0.492	NaN	-6.297	7803.389	0.000	0.000
28.775	3.464	99.685	36.251	272.648	2.038	531.379	-154.189	6.327	0.492	NaN	-6.280	7803.499	0.000	0.010
28.828	3.466	99.704	36.376	275.623	2.039	531.490	-154.275	6.335	0.493	NaN	-6.045	7803.611	0.000	0.010
28.820	3.471	99.729	36.441	276.646	2.038	531.349	-154.116	6.339	0.493	NaN	-5.941	7803.720	0.000	0.010
28.815	3.474	99.707	36.312	276.076	2.038	531.257	-154.050	6.341	0.493	NaN	-6.013	7803.830	0.000	0.010
28.869	3.475	99.722	36.463	277.201	2.039	531.412	-154.183	6.347	0.494	NaN	-6.035	7803.943	0.000	0.010
28.916	3.481	99.723	36.499	277.494	2.038	531.381	-154.152	6.359	0.494	NaN	-6.031	7804.068	0.000	0.010
28.867	3.481	99.761	36.464	277.266	2.037	531.242	-153.982	6.354	0.494	NaN	-5.990	7804.177	0.000	0.010
28.850	3.483	99.759	36.534	277.801	2.037	531.152	-153.898	6.353	0.494	NaN	-5.927	7804.288	0.000	0.010
28.908	3.483	99.758	36.503	277.473	2.038	531.336	-154.074	6.359	0.495	NaN	-5.946	7804.410	0.000	0.010
28.951	3.483	99.605	36.572	278.144	2.039	531.382	-154.272	6.365	0.495	NaN	-5.955	7804.523	0.000	0.010
29.005	3.490	99.650	36.476	277.422	2.039	531.401	-154.244	6.377	0.496	NaN	-5.941	7804.634	0.000	0.010
28.998	3.492	99.515	36.584	278.130	2.038	531.258	-154.243	6.379	0.496	NaN	-5.922	7804.756	0.000	0.010
28.963	3.493	99.540	36.448	275.159	2.037	531.147	-154.112	6.376	0.496	NaN	-5.918	7804.868	0.000	0.010
28.934	3.492	99.486	36.643	276.055	2.037	531.055	-154.078	6.372	0.496	NaN	-5.391	7804.995	0.000	0.020
28.983	3.492	99.530	36.627	277.162	2.038	531.212	-154.184	6.377	0.496	NaN	-5.177	7805.107	0.000	0.020
28.976	3.494	99.584	36.667	278.753	2.037	531.171	-154.091	6.378	0.496	NaN	-5.090	7805.225	0.000	0.020
28.987	3.494	99.625	36.645	278.747	2.038	531.235	-154.111	6.379	0.496	NaN	-4.967	7805.336	0.000	0.020
29.015	3.492	99.740	36.762	279.432	2.038	531.411	-154.164	6.380	0.496	NaN	-4.984	7805.449	0.000	0.020
29.059	3.496	99.772	36.607	278.282	2.039	531.475	-154.193	6.387	0.497	NaN	-4.989	7805.562	0.000	0.020
29.038	3.500	99.775	36.681	278.963	2.038	531.314	-154.036	6.389	0.497	NaN	-4.878	7805.684	0.000	0.020
29.060	3.498	99.782	36.760	279.485	2.038	531.418	-154.128	6.390	0.497	NaN	-4.866	7805.806	0.000	0.020
29.099	3.499	99.827	36.809	279.880	2.039	531.546	-154.206	6.394	0.497	NaN	-4.985	7805.918	0.000	0.020
29.077	3.503	99.832	36.701	279.002	2.038	531.368	-154.031	6.396	0.497	NaN	-4.971	7806.034	0.000	0.020
29.035	3.505	99.795	36.802	279.883	2.037	531.171	-153.879	6.394	0.497	NaN	-4.874	7806.151	0.000	0.020
29.030	3.503	99.820	36.827	279.962	2.037	531.232	-153.913	6.391	0.497	NaN	-4.889	7806.263	0.000	0.020
29.098	3.504	99.821	36.832	278.402	2.038	531.399	-154.072	6.399	0.498	NaN	-4.944	7806.377	0.000	0.020
29.164	3.509	99.794	36.903	278.073	2.039	531.478	-154.174	6.410	0.498	NaN	-4.606	7806.489	0.000	0.030
29.122	3.511	99.832	36.913	279.789	2.037	531.308	-153.974	6.408	0.498	NaN	-4.368	7806.599	0.000	0.030
29.112	3.511	99.815	36.845	279.905	2.037	531.269	-153.954	6.407	0.498	NaN	-4.503	7806.708	0.000	0.030
29.149	3.510	99.802	36.855	280.181	2.038	531.410	-154.101	6.410	0.498	NaN	-4.395	7806.821	0.000	0.030
29.193	3.513	99.833	36.952	281.043	2.039	531.486	-154.142	6.417	0.499	NaN	-4.126	7806.933	0.000	0.030
29.165	3.514	99.826	36.967	281.061	2.038	531.363	-154.032	6.415	0.499	NaN	-4.382	7807.047	0.000	0.030
29.128	3.514	99.821	36.898	280.472	2.037	531.255	-153.933	6.411	0.499	NaN	-4.432	7807.159	0.000	0.030
29.140	3.515	99.734	36.934	280.932	2.037	531.218	-153.986	6.414	0.499	NaN	-4.294	7807.269	0.000	0.030
29.181	3.516	99.731	37.072	281.865	2.038	531.309	-154.076	6.420	0.499	NaN	-4.306	7807.379	0.000	0.030
29.180	3.518	99.572	37.039	281.610	2.038	531.193	-154.123	6.422	0.500	NaN	-4.276	7807.492	0.000	0.030
29.228	3.521	99.638	37.056	281.684	2.038	531.296	-154.156	6.429	0.500	NaN	-4.294	7807.624	0.000	0.030
29.210	3.522	99.470	37.075	281.887	2.037	531.127	-154.162	6.430	0.500	NaN	-4.269	7807.746	0.000	0.030
29.232	3.522	99.559	37.063	280.782	2.038	531.233	-154.175	6.432	0.500	NaN	-4.262	7807.863	0.000	0.030
29.205	3.525	99.473	37.009	279.148	2.037	531.034	-154.070	6.432	0.501	NaN	-4.016	7807.978	0.000	0.040
29.201	3.524	99.555	37.103	280.836	2.037	531.092	-154.045	6.430	0.500	NaN	-3.570	7808.103	0.000	0.040
29.272	3.527	99.657	37.205	282.918	2.038	531.284	-154.126	6.440	0.501	NaN	-3.779	7808.227	0.000	0.040
29.291	3.528	99.721	37.166	282.601	2.038	531.338	-154.114	6.443	0.501	NaN	-3.918	7808.356	0.000	0.040
29.292	3.536	99.766	37.106	282.087	2.037	531.167	-153.905	6.450	0.502	NaN	-3.642	7808.482	0.000	0.040
29.309	3.537	99.771	37.231	282.977	2.037	531.197	-153.928	6.453	0.502	NaN	-3.677	7808.613	0.000	0.040
29.340	3.538	99.812	37.199	282.931	2.037	531.271	-153.958	6.457	0.502	NaN	-3.790	7808.736	0.000	0.040
29.293	3.538	99.832	37.156	282.457	2.036	531.142	-153.815	6.452	0.502	NaN	-3.659	7808.849	0.000	0.040
29.310	3.534	99.819	37.220	283.040	2.037	531.298	-153.978	6.450	0.502	NaN	-3.647	7808.962	0.000	0.040
29.373	3.537	99.822	37.228	283.017	2.038	531.400	-154.071	6.460	0.502	NaN	-3.732	7809.085	0.000	0.040
29.338	3.541	99.866	37.260	283.340	2.037	531.232	-153.868	6.459	0.502	NaN	-3.645	7809.209	0.000	0.040
29.379	3.539	99.863	37.333	283.626	2.038	531.390	-154.021	6.462	0.502	NaN	-3.538	7809.324	0.000	0.040
29.309	3.540	99.844	37.169	279.858	2.036	531.159	-153.819	6.455	0.502	NaN	-3.703	7809.436	0.000	0.050
29.401	3.539	99.862	37.235	280.446	2.038	531.461	-154.090	6.464	0.503	NaN	-3.358	7809.545	0.000	0.050
29.367	3.541	99.836	37.432	283.905	2.037	531.293	-153.955	6.463	0.503	NaN	-3.128	7809.656	0.000	0.050
29.379	3.544	99.842	37.262	283.263	2.037	531.260	-153.918	6.467	0.503	NaN	-3.194	7809.766	0.000	0.050
29.371	3.544	99.862	37.357	283.947	2.037	531.248	-153.886	6.466	0.503	NaN	-3.071	7809.885	0.000	0.050
29.394	3.546	99.624	37.381	284.109	2.037	531.145	-154.025	6.472	0.503	NaN	-3.302	7809.993	0.000	0.050
29.424	3.549	99.672	37.330	283.858	2.037	531.189	-154.021	6.477	0.504	NaN	-3.100	7810.103	0.000	0.050
29.424	3.547	99.466	37.314	283.649	2.037	531.135	-154.174	6.477	0.504	NaN	-3.220	7810.226	0.000	0.050
29.401	3.550	99.550	37.310	283.699	2.037	531.036	-153.996	6.476	0.504	NaN	-3.154	7810.349	0.000	0.050
29.440	3.551	99.442	37.416	284.482	2.037	531.072	-154.138	6.482	0.504	NaN	-3.129	7810.461	0.000	0.050
29.456	3.551	99.502	37.332	283.786	2.037	531.151	-154.154	6.483	0.504	NaN	-3.135	7810.579	0.000	0.050
29.425	3.552	99.477	37.485	284.928	2.037	531.025	-154.057	6.481	0.504	NaN	-3.130	7810.688	0.000	0.050
29.393	3.550	99.451	37.365	284.036	2.036	530.955	-154.017	6.477	0.504	NaN	-3.141	7810.796	0.000	0.050
29.382	3.550	99.542	37.425	281.502	2.036	530.977	-153.947	6.474	0.504	NaN	-3.209	7810.904	0.000	0.060
29.470	3.553	99.627	37.535	282.557	2.037	531.211	-154.087	6.486	0.505	NaN	-2.885	7811.016	0.000	0.060
29.464	3.557	99.649	37.453	282.540	2.037	531.092	-153.951	6.489	0.505	NaN	-2.859	7811.132	0.000	0.060
29.449	3.555	99.668	37.352	284.073	2.037	531.116	-153.955	6.485	0.505	NaN	-2.683	7811.248	0.000	0.060
29.498	3.555	99.683	37.598	285.744	2.038	531.267	-154.083	6.490	0.505	NaN	-2.909	7811.361	0.000	0.060
29.509	3.561	99.694	37.577	285.624	2.037	531.168	-153.977	6.497	0.505	NaN	-2.666	7811.486	0.000	0.060
29.530	3.565	99.717	37.322	283.734	2.037	531.122	-153.911	6.504	0.506	NaN	-2.783	7811.609	0.000	0.060
29.520	3.563	99.733	37.642	286.125	2.037	531.148	-153.920	6.501	0.506	NaN	-2.821	7811.732	0.000	0.060
29.565	3.569	99.736	37.689	286.313	2.037	531.155	-153.923	6.510	0.506	NaN	-2.732	7811.845	0.000	0.060
29.571	3.570	99.740	37.531	285.217	2.037	531.140	-153.905	6.512	0.507	NaN	-2.846	7811.971	0.000	0.060
29.445	3.565	99.714	37.404	284.398	2.035	530.852	-153.656	6.495	0.506	NaN	-2.621	7812.094	0.000	0.060
29.499	3.560	99.717	37.621	285.943	2.037	531.155	-153.942	6.496	0.505	NaN	-2.791	7812.208	0.000	0.060
29.517	3.560	99.735	37.707	286.166	2.037	531.218	-153.985	6.497	0.505	NaN	-2.914	7812.318	0.000	0.060
29.584	3.561	99.727	37.665	281.929	2.038	531.397	-154.163	6.505	0.506	NaN	-2.679	7812.427	0.000	0.070
29.561	3.562	99.717	37.567	283.325	2.038	531.309	-154.089	6.503	0.506	NaN	-2.558	7812.539	0.000	0.070
29.625	3.567	99.717	37.583	285.097	2.038	531.361	-154.138	6.515	0.507	NaN	-2.167	7812.661	0.000	0.070
29.589	3.570	99.694	37.846	287.626	2.037	531.178	-153.988	6.514	0.507	NaN	-2.394	7812.791	0.000	0.070
29.537	3.570	99.682	37.623	285.967	2.036	531.011	-153.840	6.509	0.507	NaN	-2.342	7812.907	0.000	0.070
29.571	3.567	99.671	37.747	286.919	2.037	531.178	-154.011	6.510	0.506	NaN	-2.259	7813.024	0.000	0.070
29.595	3.570	99.672	37.686	286.470	2.037	531.173	-154.004	6.515	0.507	NaN	-2.369	7813.135	0.000	0.070
29.578	3.570	99.675	37.806	287.290	2.037	531.124	-153.955	6.514	0.507	NaN	-2.342	7813.263	0.000	0.070
29.618	3.572	99.671	37.771	287.020	2.037	531.196	-154.027	6.520	0.507	NaN	-2.142	7813.390	0.000	0.070
29.648	3.576	99.681	37.697	286.506	2.037	531.191	-154.013	6.526	0.508	NaN	-2.218	7813.505	0.000	0.070
29.645	3.577	99.688	37.725	286.682	2.037	531.155	-153.971	6.527	0.508	NaN	-2.524	7813.616	0.000	0.070
29.618	3.577	99.680	37.904	288.102	2.036	531.086	-153.913	6.524	0.508	NaN	-2.420	7813.733	0.000	0.070
29.648	3.575	99.675	37.828	285.640	2.037	531.207	-154.034	6.526	0.508	NaN	-2.522	7813.842	0.000	0.070
29.667	3.575	98.966	37.839	285.218	2.038	530.934	-154.482	6.532	0.508	NaN	-2.278	7813.951	0.000	0.080
29.689	3.579	99.095	37.766	285.263	2.037	530.961	-154.380	6.537	0.509	NaN	-2.037	7814.063	0.000	0.080
29.684	3.582	99.195	37.909	287.587	2.037	530.926	-154.246	6.539	0.509	NaN	-1.999	7814.190	0.000	0.080
29.685	3.584	99.306	37.804	287.350	2.037	530.923	-154.132	6.540	0.509	NaN	-1.887	7814.300	0.000	0.080
29.692	3.587	99.405	37.875	287.976	2.036	530.931	-154.041	6.543	0.509	NaN	-2.124	7814.424	0.000	0.080
29.740	3.592	99.464	37.922	288.244	2.036	530.980	-154.028	6.552	0.510	NaN	-1.959	7814.552	0.000	0.080
29.675	3.589	99.513	37.851	287.661	2.036	530.879	-153.883	6.542	0.509	NaN	-1.935	7814.671	0.000	0.080
29.664	3.590	99.538	37.826	287.432	2.035	530.829	-153.811	6.542	0.509	NaN	-2.038	7814.793	0.000	0.080
29.718	3.584	99.547	38.067	289.215	2.037	531.138	-154.096	6.542	0.509	NaN	-2.022	7814.902	0.000	0.080
29.741	3.586	99.548	37.921	288.129	2.037	531.173	-154.128	6.546	0.509	NaN	-2.182	7815.015	0.000	0.080
29.733	3.587	99.439	37.902	288.054	2.037	531.071	-154.140	6.547	0.509	NaN	-1.911	7815.130	0.000	0.080
29.715	3.589	99.351	37.984	288.614	2.036	530.926	-154.089	6.547	0.510	NaN	-1.836	7815.248	0.000	0.080
29.748	3.591	99.329	37.989	285.765	2.037	530.959	-154.144	6.553	0.510	NaN	-1.905	7815.365	0.000	0.080
29.740	3.591	99.247	38.010	285.905	2.037	530.895	-154.164	6.553	0.510	NaN	-1.784	7815.476	0.000	0.090
29.754	3.593	99.305	38.023	287.754	2.036	530.908	-154.120	6.556	0.510	NaN	-1.632	7815.594	0.000	0.090
29.718	3.591	99.196	37.819	286.890	2.036	530.786	-154.111	6.551	0.510	NaN	-1.644	7815.705	0.000	0.090
29.756	3.594	99.265	38.035	288.957	2.036	530.862	-154.115	6.558	0.510	NaN	-1.508	7815.828	0.000	0.090
29.833	3.596	99.320	38.101	289.543	2.038	531.085	-154.272	6.567	0.511	NaN	-1.680	7815.940	0.000	0.090
29.722	3.597	99.375	37.968	288.623	2.035	530.754	-153.902	6.556	0.510	NaN	-1.600	7816.057	0.000	0.090
29.697	3.591	99.405	38.024	288.998	2.036	530.827	-153.941	6.548	0.510	NaN	-1.506	7816.170	0.000	0.090
29.795	3.592	99.422	38.092	289.412	2.038	531.124	-154.207	6.558	0.510	NaN	-1.637	7816.297	0.000	0.090
29.799	3.598	99.450	37.932	288.147	2.036	530.982	-154.045	6.565	0.511	NaN	-1.503	7816.420	0.000	0.090
29.788	3.599	99.449	37.998	288.914	2.036	530.932	-153.997	6.564	0.511	NaN	-1.517	7816.533	0.000	0.090
29.793	3.600	99.447	38.167	290.005	2.036	530.909	-153.977	6.566	0.511	NaN	-1.530	7816.657	0.000	0.090
29.796	3.600	99.421	38.087	289.415	2.036	530.923	-154.017	6.566	0.511	NaN	-1.620	7816.773	0.000	0.090
29.821	3.601	99.431	37.939	286.265	2.036	530.968	-154.050	6.570	0.511	NaN	-1.663	7816.902	0.000	0.100
29.810	3.602	99.426	38.161	287.181	2.036	530.914	-154.003	6.570	0.511	NaN	-1.458	7817.025	0.000	0.100
29.849	3.600	99.389	38.092	287.192	2.037	531.051	-154.171	6.572	0.511	NaN	-1.481	7817.138	0.000	0.100
29.857	3.602	99.381	38.036	289.036	2.037	531.035	-154.163	6.575	0.512	NaN	-1.247	7817.250	0.000	0.100
29.800	3.601	99.386	38.144	289.795	2.036	530.890	-154.020	6.568	0.511	NaN	-1.307	7817.365	0.000	0.100
29.821	3.598	99.379	38.032	289.033	2.037	531.022	-154.153	6.567	0.511	NaN	-1.415	7817.475	0.000	0.100
29.796	3.598	99.366	38.061	289.242	2.036	530.937	-154.085	6.565	0.511	NaN	-1.464	7817.597	0.000	0.100
29.841	3.598	99.351	38.108	289.592	2.037	531.079	-154.235	6.569	0.511	NaN	-1.271	7817.710	0.000	0.100
29.851	3.604	99.344	38.163	290.051	2.037	530.939	-154.109	6.577	0.512	NaN	-1.379	7817.822	0.000	0.100
29.776	3.604	99.330	38.028	288.978	2.035	530.697	-153.892	6.569	0.512	NaN	-1.196	7817.948	0.000	0.100
29.754	3.601	99.294	37.997	288.727	2.035	530.698	-153.929	6.564	0.511	NaN	-1.320	7818.061	0.000	0.100
29.817	3.595	99.094	38.067	289.283	2.037	530.958	-154.377	6.565	0.511	NaN	-1.386	7818.182	0.000	0.100
29.830	3.597	99.139	38.196	290.104	2.037	530.965	-154.339	6.569	0.511	NaN	-1.153	7818.292	0.000	0.100
29.820	3.597	99.140	38.135	286.984	2.037	530.935	-154.309	6.567	0.511	NaN	-1.181	7818.401	0.000	0.110
29.855	3.599	99.149	38.165	286.597	2.037	530.986	-154.349	6.573	0.512	NaN	-1.174	7818.513	0.000	0.110
29.853	3.600	99.153	38.181	288.371	2.037	530.973	-154.332	6.574	0.512	NaN	-1.032	7818.628	0.000	0.110
29.892	3.602	99.144	38.143	289.848	2.038	531.025	-154.392	6.580	0.512	NaN	-1.076	7818.745	0.000	0.110
29.842	3.608	99.029	38.158	289.883	2.036	530.676	-154.173	6.581	0.512	NaN	-0.969	7818.857	0.000	0.110
29.857	3.606	98.950	38.070	289.374	2.036	530.726	-154.300	6.581	0.512	NaN	-0.919	7818.971	0.000	0.110
