														
Stagnation Pressure	Static Pressure	Stagnation Temperature	Manifold Pressure	Tank Pressure	Mach Number	Velocity	Static Temperature	Mass Flow	Static Density	Reynold's Number	BL Pstatic	Time	X	Y
15.364	14.043	80.166	7.386	59.449	0.361	123.414	66.472	3.459	1.158	5127844.516	-0.024	7769.844	0.000	0.000
15.349	14.027	80.363	7.347	59.138	0.361	123.546	66.639	3.458	1.156	5112464.345	-0.027	7769.967	0.000	0.000
15.341	14.017	80.506	7.446	59.794	0.361	123.701	66.748	3.459	1.155	5105785.036	-0.054	7770.075	0.000	0.000
15.377	14.030	80.687	7.546	60.583	0.364	124.618	66.725	3.488	1.157	5150677.695	-0.044	7770.187	0.000	0.000
15.359	14.006	80.778	7.532	60.534	0.365	125.010	66.727	3.493	1.155	5157628.145	-0.046	7770.306	0.000	0.000
15.360	14.002	80.829	7.586	60.900	0.366	125.248	66.725	3.499	1.154	5166248.160	-0.065	7770.425	0.000	0.000
15.389	14.023	80.969	7.659	61.535	0.367	125.566	66.793	3.512	1.156	5180827.788	-0.040	7770.534	0.000	0.000
15.413	14.049	81.067	7.722	61.924	0.366	125.367	66.936	3.512	1.158	5169695.189	-0.007	7770.646	0.000	0.000
15.383	14.018	81.239	7.837	62.780	0.367	125.533	67.071	3.508	1.155	5153219.400	-0.021	7770.769	0.000	0.000
15.418	14.036	81.348	7.910	63.318	0.369	126.243	67.019	3.533	1.156	5193479.138	-0.006	7770.881	0.000	0.000
15.425	14.025	81.418	7.976	63.798	0.371	127.034	66.909	3.553	1.156	5232031.006	-0.011	7771.005	0.000	0.000
15.448	14.028	81.491	8.134	64.939	0.374	127.922	66.778	3.579	1.156	5281289.015	-0.023	7771.114	0.000	0.000
15.446	13.996	81.575	8.257	65.866	0.378	129.300	66.543	3.611	1.154	5347781.745	-0.033	7771.225	0.000	0.000
15.419	13.967	81.680	8.313	66.419	0.379	129.541	66.592	3.610	1.152	5342169.249	-0.058	7771.336	0.000	0.000
15.473	13.988	81.795	8.440	67.275	0.382	130.828	66.406	3.653	1.154	5420696.412	-0.032	7771.446	0.000	0.000
15.462	13.961	81.897	8.550	68.104	0.385	131.603	66.325	3.668	1.152	5449993.099	-0.065	7771.557	0.000	0.000
15.486	13.963	81.993	8.650	68.821	0.388	132.549	66.196	3.696	1.152	5502217.719	-0.031	7771.677	0.000	0.000
15.468	13.932	82.080	8.774	69.847	0.389	133.204	66.127	3.706	1.150	5523845.502	-0.072	7771.786	0.000	0.000
15.503	13.944	82.191	8.843	70.398	0.392	134.081	66.028	3.735	1.151	5574771.569	-0.024	7771.897	0.000	0.000
15.530	13.950	82.266	8.995	71.414	0.395	134.919	65.900	3.761	1.152	5624561.846	-0.023	7772.018	0.000	0.000
15.512	13.924	82.350	9.082	72.155	0.396	135.339	65.881	3.766	1.150	5633536.493	-0.039	7772.128	0.000	0.000
15.533	13.938	82.437	9.153	72.728	0.396	135.567	65.913	3.775	1.151	5645571.402	-0.023	7772.236	0.000	0.000
15.520	13.898	82.526	9.208	73.021	0.400	136.839	65.690	3.801	1.148	5704180.317	-0.076	7772.347	0.000	0.000
15.548	13.896	82.614	9.378	74.385	0.404	138.002	65.491	3.835	1.148	5772332.196	-0.063	7772.466	0.000	0.000
15.569	13.899	82.698	9.469	75.094	0.406	138.722	65.396	3.856	1.149	5813303.365	-0.062	7772.590	0.000	0.000
15.565	13.894	82.786	9.539	75.601	0.406	138.798	65.465	3.856	1.148	5807154.093	-0.046	7772.701	0.000	0.000
15.574	13.884	82.883	9.699	76.788	0.408	139.581	65.365	3.876	1.147	5846093.123	-0.077	7772.818	0.000	0.000
15.624	13.898	82.978	9.836	77.840	0.412	140.917	65.124	3.919	1.149	5933386.007	-0.010	7772.939	0.000	0.000
15.641	13.882	83.074	10.049	79.437	0.416	142.225	64.887	3.953	1.148	6007065.411	-0.025	7773.050	0.000	0.000
15.675	13.881	83.172	10.197	80.492	0.420	143.534	64.649	3.991	1.149	6087719.075	-0.008	7773.167	0.000	0.000
15.667	13.859	83.113	10.372	81.870	0.422	144.171	64.425	4.004	1.148	6129677.793	-0.053	7773.280	0.000	0.000
15.719	13.878	83.267	10.541	83.092	0.426	145.283	64.290	4.041	1.149	6200474.375	-0.014	7773.404	0.000	0.000
15.725	13.835	83.290	10.715	84.452	0.432	147.279	63.787	4.088	1.147	6323505.251	-0.017	7773.518	0.000	0.000
15.738	13.815	83.501	10.892	85.743	0.436	148.590	63.650	4.119	1.146	6386521.678	-0.059	7773.634	0.000	0.000
15.754	13.805	83.789	11.072	87.118	0.438	149.593	63.669	4.144	1.145	6422702.285	-0.028	7773.746	0.000	0.000
15.811	13.821	84.015	11.202	87.947	0.443	150.986	63.518	4.189	1.146	6507912.317	-0.028	7773.870	0.000	0.000
15.806	13.804	84.128	11.304	88.805	0.444	151.491	63.494	4.198	1.145	6524528.593	-0.027	7773.979	0.000	0.000
15.808	13.788	84.174	11.494	90.343	0.446	152.233	63.337	4.214	1.144	6567482.559	-0.032	7774.091	0.000	0.000
15.850	13.788	84.349	11.615	91.180	0.451	153.674	63.116	4.256	1.144	6657032.343	-0.016	7774.205	0.000	0.000
15.833	13.742	84.512	11.750	92.032	0.454	154.912	62.936	4.278	1.141	6710448.325	-0.021	7774.319	0.000	0.000
15.898	13.768	84.650	11.866	92.944	0.458	156.131	62.733	4.321	1.144	6801551.900	0.013	7774.429	0.000	0.000
15.895	13.739	84.796	12.031	94.108	0.461	157.168	62.587	4.342	1.142	6850822.765	-0.057	7774.542	0.000	0.000
15.915	13.741	84.906	12.143	95.111	0.463	157.772	62.526	4.360	1.142	6886074.449	-0.049	7774.655	0.000	0.000
15.933	13.748	84.990	12.225	95.603	0.464	158.131	62.508	4.372	1.142	6907375.814	-0.009	7774.764	0.000	0.000
15.999	13.748	85.083	12.464	97.527	0.471	160.287	61.984	4.436	1.144	7070561.316	-0.005	7774.873	0.000	0.000
16.006	13.702	85.177	12.683	99.070	0.476	162.233	61.513	4.479	1.141	7196546.536	-0.003	7774.983	0.000	0.000
16.039	13.715	85.298	12.734	99.466	0.478	162.827	61.460	4.500	1.142	7236816.783	0.017	7775.095	0.000	0.000
16.067	13.703	85.366	12.942	100.979	0.482	164.152	61.139	4.536	1.142	7334228.801	-0.015	7775.219	0.000	0.000
16.140	13.694	85.481	13.313	103.903	0.490	166.770	60.475	4.611	1.142	7541934.155	0.009	7775.335	0.000	0.000
16.122	13.601	85.567	13.351	104.024	0.499	169.583	59.711	4.663	1.136	7731784.184	-0.057	7775.449	0.000	0.000
16.141	13.607	85.663	13.492	105.166	0.500	169.981	59.685	4.677	1.137	7757022.673	-0.001	7775.560	0.000	0.000
16.214	13.600	85.721	13.784	107.397	0.508	172.393	59.000	4.747	1.138	7970754.234	-0.045	7775.672	0.000	0.000
16.282	13.628	85.665	14.020	109.159	0.511	173.406	58.630	4.788	1.141	8093637.361	0.027	7775.797	0.000	0.000
16.314	13.564	85.823	14.075	109.512	0.520	176.537	57.803	4.859	1.137	8340222.283	0.017	7775.914	0.000	0.000
16.363	13.578	85.950	14.285	111.006	0.523	177.478	57.630	4.892	1.139	8422970.315	0.017	7776.032	0.000	0.000
16.439	13.575	86.084	14.412	111.895	0.530	179.757	57.032	4.959	1.140	8634992.046	0.013	7776.142	0.000	0.000
16.519	13.550	86.215	14.575	113.426	0.540	182.808	56.168	5.043	1.140	8925101.462	0.045	7776.254	0.000	0.000
16.596	13.523	86.338	14.766	114.695	0.549	185.763	55.312	5.123	1.140	9218516.709	0.014	7776.381	0.000	0.000
16.679	13.564	86.277	14.967	116.173	0.552	186.614	54.966	5.165	1.144	9358360.835	0.044	7776.502	0.000	0.000
16.791	13.616	86.360	15.091	117.050	0.555	187.874	54.624	5.223	1.149	9528130.266	0.135	7776.612	0.000	0.000
16.899	13.552	86.398	15.288	118.376	0.571	192.683	53.017	5.348	1.147	10079319.337	0.109	7776.721	0.000	0.000
16.994	13.485	86.453	15.449	119.778	0.584	197.088	51.529	5.459	1.145	10615755.416	0.096	7776.834	0.000	0.000
17.089	13.464	86.518	15.636	121.229	0.594	199.998	50.555	5.542	1.145	11006579.263	0.079	7776.961	0.000	0.000
17.187	13.378	86.620	15.774	122.281	0.609	204.883	48.878	5.660	1.141	11669899.823	0.053	7777.079	0.000	0.000
17.313	13.379	86.691	16.049	124.202	0.618	207.700	47.904	5.749	1.144	12125051.196	0.102	7777.207	0.000	0.000
17.451	13.307	86.762	16.357	126.427	0.635	212.819	46.040	5.881	1.142	12970991.513	0.050	7777.332	0.000	0.000
17.520	13.284	86.941	16.330	126.464	0.641	214.994	45.382	5.938	1.141	13314033.408	0.065	7777.441	0.000	0.000
17.613	13.267	87.083	16.633	128.663	0.649	217.485	44.556	6.009	1.142	13757703.091	0.085	7777.556	0.000	0.000
17.773	13.250	87.227	16.910	130.786	0.662	221.257	43.212	6.122	1.143	14517531.539	0.117	7777.670	0.000	0.000
17.892	13.183	87.345	17.080	131.967	0.675	225.488	41.630	6.227	1.141	15417123.992	0.089	7777.783	0.000	0.000
17.966	13.182	87.457	17.232	133.113	0.680	226.985	41.133	6.274	1.142	15752039.595	0.147	7777.895	0.000	0.000
18.116	13.107	87.613	17.483	135.053	0.696	231.859	39.278	6.396	1.140	16949746.712	0.098	7778.009	0.000	0.000
18.248	13.067	87.770	17.814	137.418	0.708	235.394	37.950	6.491	1.139	17913744.553	0.090	7778.141	0.000	0.000
18.353	13.013	87.739	17.930	138.352	0.718	238.687	36.515	6.574	1.138	18991850.774	0.061	7778.268	0.000	0.000
18.467	13.018	87.918	18.112	139.949	0.725	240.633	35.856	6.639	1.140	19602119.889	0.150	7778.383	0.000	0.000
18.596	12.919	88.087	18.371	141.645	0.741	245.390	33.946	6.744	1.136	21271876.007	0.109	7778.509	0.000	0.000
18.714	12.948	88.209	18.594	143.336	0.745	246.720	33.480	6.802	1.139	21816850.360	0.184	7778.634	0.000	0.000
18.808	12.895	88.327	18.801	144.842	0.755	249.627	32.301	6.871	1.137	23020130.948	0.047	7778.743	0.000	0.000
18.908	12.876	88.444	18.960	146.166	0.762	251.760	31.456	6.931	1.138	23989208.705	0.121	7778.851	0.000	0.000
19.016	12.851	88.419	19.093	147.062	0.770	254.107	30.364	6.998	1.138	25297243.837	0.168	7778.960	0.000	0.000
19.113	12.707	88.500	19.302	148.687	0.787	259.090	28.146	7.087	1.130	28153622.127	0.038	7779.070	0.000	0.000
19.241	12.713	88.647	19.558	150.571	0.793	260.960	27.418	7.152	1.133	29361467.875	0.097	7779.185	0.000	0.000
19.366	12.639	88.837	19.635	151.179	0.805	264.625	25.876	7.234	1.130	31946164.883	0.094	7779.297	0.000	0.000
19.476	12.572	88.981	19.886	153.017	0.816	267.826	24.488	7.303	1.127	34601013.408	0.103	7779.422	0.000	0.000
19.592	12.554	89.121	20.057	154.181	0.823	269.985	23.583	7.365	1.127	36617147.581	0.051	7779.543	0.000	0.000
19.656	12.555	89.254	20.208	155.530	0.827	270.915	23.265	7.396	1.128	37421737.033	0.156	7779.657	0.000	0.000
19.763	12.441	89.451	20.337	156.397	0.841	275.044	21.435	7.469	1.122	42018998.366	0.071	7779.783	0.000	0.000
19.876	12.494	89.495	20.590	158.317	0.842	275.459	21.273	7.515	1.127	42694980.656	0.117	7779.903	0.000	0.000
19.933	12.336	89.646	20.799	159.903	0.857	279.783	19.266	7.568	1.118	48964860.818	0.072	7780.014	0.000	0.000
20.033	12.272	89.813	20.920	160.806	0.867	282.577	18.020	7.623	1.115	53892017.643	0.119	7780.137	0.000	0.000
20.131	12.222	89.902	21.089	162.010	0.875	284.986	16.879	7.676	1.113	59209049.192	0.110	7780.247	0.000	0.000
20.228	12.206	90.046	21.255	163.380	0.881	286.644	16.172	7.721	1.113	63089220.266	0.085	7780.359	0.000	0.000
20.329	12.124	90.171	21.399	164.467	0.892	289.752	14.686	7.777	1.109	72387242.420	0.119	7780.475	0.000	0.000
20.391	12.014	90.279	21.593	165.843	0.903	292.936	13.126	7.816	1.103	84803309.418	0.053	7780.599	0.000	0.000
20.487	12.131	90.331	21.711	166.715	0.899	291.650	13.854	7.846	1.112	79064371.977	0.185	7780.724	0.000	0.000
20.615	12.094	90.447	21.867	167.902	0.907	294.053	12.704	7.906	1.111	89707610.459	0.149	7780.835	0.000	0.000
20.655	11.926	90.377	22.066	169.460	0.922	298.090	10.485	7.940	1.101	117556603.343	0.073	7780.956	0.000	0.000
20.750	11.924	90.474	22.211	170.424	0.926	299.301	9.932	7.980	1.102	127458030.051	0.122	7781.069	0.000	0.000
20.833	11.835	90.615	22.324	171.428	0.936	302.169	8.521	8.021	1.097	158932631.771	0.138	7781.197	0.000	0.000
20.896	11.863	90.742	22.467	172.261	0.937	302.379	8.535	8.045	1.099	159038844.936	0.183	7781.317	0.000	0.000
21.044	11.779	90.756	22.643	173.740	0.950	305.824	6.665	8.112	1.096	227995437.016	0.095	7781.429	0.000	0.000
21.101	11.657	90.834	22.800	174.804	0.961	309.018	4.977	8.141	1.089	348412102.021	0.041	7781.553	0.000	0.000
21.157	11.521	90.958	22.888	175.474	0.974	312.468	3.174	8.167	1.080	673748192.098	0.026	7781.674	0.000	0.000
21.245	11.550	91.119	23.129	177.377	0.975	312.897	3.093	8.201	1.083	702542254.585	0.088	7781.796	0.000	0.000
21.376	11.586	91.212	23.237	178.162	0.978	313.621	2.778	8.252	1.087	827464155.469	0.100	7781.925	0.000	0.000
21.456	11.467	91.329	23.324	178.836	0.990	316.924	1.023	8.284	1.080	3649255871.463	0.114	7782.048	0.000	0.000
21.541	11.394	91.435	23.545	180.479	0.999	319.337	-0.251	8.317	1.076	NaN	0.098	7782.168	0.000	0.000
21.600	11.245	91.549	23.706	181.637	1.013	322.980	-2.242	8.338	1.067	NaN	0.013	7782.290	0.000	0.000
21.665	11.368	91.658	23.736	181.989	1.006	321.219	-1.113	8.363	1.076	NaN	0.144	7782.419	0.000	0.000
21.755	11.264	91.798	23.925	183.338	1.017	324.265	-2.741	8.395	1.070	NaN	0.048	7782.543	0.000	0.000
21.822	11.090	91.826	24.123	184.872	1.033	328.414	-5.147	8.415	1.059	NaN	0.035	7782.662	0.000	0.000
21.911	11.011	91.871	24.229	185.686	1.042	330.886	-6.568	8.444	1.055	NaN	0.056	7782.774	0.000	0.000
21.972	10.951	92.010	24.341	186.357	1.049	332.716	-7.520	8.462	1.051	NaN	0.042	7782.900	0.000	0.000
22.043	10.883	92.138	24.318	186.362	1.057	334.791	-8.637	8.483	1.047	NaN	-0.007	7783.013	0.000	0.000
22.150	11.002	92.258	24.620	188.517	1.052	333.523	-7.757	8.527	1.056	NaN	0.157	7783.135	0.000	0.000
22.243	10.897	92.380	24.816	190.141	1.063	336.510	-9.433	8.553	1.050	NaN	0.062	7783.258	0.000	0.000
22.247	11.002	92.485	24.844	190.197	1.056	334.539	-8.139	8.560	1.057	NaN	0.197	7783.381	0.000	0.000
22.336	10.719	92.564	24.889	190.603	1.080	340.909	-11.928	8.571	1.039	NaN	0.035	7783.492	0.000	0.000
22.429	10.723	92.650	25.208	193.079	1.083	341.728	-12.345	8.602	1.040	NaN	0.029	7783.603	0.000	0.000
22.490	10.544	92.721	25.262	193.326	1.099	345.787	-14.783	8.606	1.028	NaN	0.054	7783.712	0.000	0.000
22.562	10.308	92.774	25.363	194.110	1.120	351.031	-18.015	8.603	1.013	NaN	-0.041	7783.822	0.000	0.000
22.622	10.499	92.665	25.402	194.331	1.107	347.832	-16.114	8.646	1.027	NaN	0.157	7783.931	0.000	0.000
22.656	10.499	92.734	25.586	195.750	1.109	348.153	-16.246	8.657	1.027	NaN	0.134	7784.043	0.000	0.000
22.763	10.372	92.845	25.714	196.764	1.122	351.571	-18.286	8.676	1.020	NaN	0.064	7784.157	0.000	0.000
22.831	10.298	92.982	25.880	197.801	1.130	353.640	-19.461	8.687	1.015	NaN	0.160	7784.275	0.000	0.000
22.932	10.002	93.039	26.017	199.089	1.157	360.207	-23.619	8.676	0.995	NaN	-0.065	7784.384	0.000	0.000
22.996	10.028	93.162	26.148	199.946	1.157	360.287	-23.547	8.699	0.998	NaN	0.081	7784.495	0.000	0.000
23.029	10.121	93.215	26.149	199.986	1.151	358.794	-22.529	8.724	1.005	NaN	0.080	7784.616	0.000	0.000
23.095	10.024	93.182	26.416	201.955	1.160	361.200	-24.119	8.729	0.999	NaN	0.042	7784.731	0.000	0.000
23.202	9.872	93.335	26.548	202.978	1.176	365.025	-26.464	8.735	0.989	NaN	-0.026	7784.844	0.000	0.000
23.254	9.854	93.458	26.532	202.846	1.179	365.828	-26.869	8.747	0.988	NaN	0.055	7784.957	0.000	0.000
23.332	9.779	93.578	26.766	204.661	1.188	367.937	-28.140	8.755	0.983	NaN	-0.001	7785.068	0.000	0.000
23.366	9.744	93.667	26.915	205.773	1.191	368.895	-28.686	8.758	0.981	NaN	0.020	7785.179	0.000	0.000
23.429	9.641	93.765	26.868	205.404	1.202	371.387	-30.246	8.756	0.974	NaN	0.005	7785.295	0.000	0.000
23.537	9.733	93.669	27.103	207.092	1.198	370.453	-29.720	8.807	0.982	NaN	0.098	7785.411	0.000	0.000
23.615	9.507	93.727	27.181	207.732	1.218	375.370	-32.959	8.782	0.967	NaN	0.052	7785.534	0.000	0.000
23.647	9.456	93.850	27.233	208.131	1.223	376.615	-33.678	8.779	0.963	NaN	-0.025	7785.656	0.000	0.000
23.717	9.351	93.951	27.466	209.856	1.234	379.173	-35.314	8.775	0.956	NaN	-0.034	7785.788	0.000	0.000
23.768	9.139	93.885	27.634	211.090	1.253	383.572	-38.398	8.738	0.941	NaN	-0.174	7785.901	0.000	0.000
23.854	9.291	93.911	27.586	210.795	1.243	381.324	-36.825	8.799	0.953	NaN	-0.048	7786.012	0.000	0.000
23.919	9.184	94.049	27.698	211.591	1.254	383.881	-38.446	8.789	0.946	NaN	-0.152	7786.124	0.000	0.000
23.974	9.173	94.164	27.884	213.044	1.257	384.533	-38.783	8.800	0.946	NaN	-0.099	7786.251	0.000	0.000
23.996	9.063	94.261	27.995	213.849	1.266	386.810	-40.264	8.777	0.938	NaN	-0.124	7786.366	0.000	0.000
24.111	8.839	94.341	28.078	214.437	1.289	391.921	-43.762	8.746	0.922	NaN	-0.214	7786.487	0.000	0.000
24.155	8.818	94.426	28.101	214.582	1.292	392.647	-44.190	8.751	0.921	NaN	-0.154	7786.614	0.000	0.000
24.213	8.491	94.500	28.231	215.540	1.321	399.342	-48.883	8.668	0.897	NaN	-0.275	7786.734	0.000	0.000
24.231	8.258	94.560	28.402	216.935	1.342	403.990	-52.180	8.597	0.879	NaN	-0.336	7786.844	0.000	0.000
24.290	8.225	94.640	28.451	217.175	1.346	405.036	-52.862	8.600	0.877	NaN	-0.138	7786.954	0.000	0.000
24.366	8.154	94.702	28.559	218.068	1.355	406.950	-54.196	8.593	0.873	NaN	-0.208	7787.071	0.000	0.000
24.437	8.112	94.574	28.654	218.701	1.361	408.170	-55.218	8.597	0.870	NaN	-0.241	7787.191	0.000	0.000
24.479	7.981	94.698	28.803	219.851	1.374	411.028	-57.200	8.559	0.861	NaN	-0.357	7787.300	0.000	0.000
24.498	8.068	94.803	28.714	219.220	1.366	409.488	-55.959	8.594	0.867	NaN	-0.182	7787.409	0.000	0.000
24.558	7.935	94.902	28.891	220.540	1.380	412.510	-58.093	8.559	0.857	NaN	-0.377	7787.520	0.000	0.000
24.657	8.031	95.000	29.169	222.601	1.374	411.309	-57.105	8.616	0.866	NaN	-0.292	7787.632	0.000	0.000
24.706	7.930	95.074	29.036	221.601	1.385	413.587	-58.721	8.590	0.858	NaN	-0.625	7787.740	0.000	0.000
24.709	8.369	95.134	29.082	222.085	1.346	405.177	-52.470	8.745	0.892	NaN	-0.619	7787.850	0.000	0.000
24.792	8.103	95.224	29.257	223.222	1.372	410.844	-56.538	8.672	0.872	NaN	-0.271	7787.964	0.000	0.000
24.822	8.066	95.248	29.355	224.019	1.376	411.759	-57.191	8.665	0.870	NaN	-0.584	7788.087	0.000	0.000
24.867	8.562	95.188	29.455	224.855	1.334	402.574	-50.526	8.846	0.908	NaN	-0.614	7788.211	0.000	0.000
24.875	8.780	95.304	29.503	225.064	1.316	398.569	-47.525	8.916	0.924	NaN	-0.684	7788.338	0.000	0.000
24.938	8.662	95.392	29.583	225.727	1.328	401.226	-49.347	8.894	0.916	NaN	-0.668	7788.457	0.000	0.000
25.006	8.824	95.456	29.790	227.280	1.317	398.661	-47.439	8.961	0.929	NaN	-0.570	7788.575	0.000	0.000
25.085	8.644	95.390	29.876	227.834	1.334	402.508	-50.275	8.925	0.916	NaN	-0.536	7788.697	0.000	0.000
25.168	7.866	95.524	29.924	228.305	1.404	417.831	-61.444	8.667	0.857	NaN	-0.659	7788.829	0.000	0.000
25.179	7.812	95.638	30.034	229.045	1.409	418.987	-62.199	8.647	0.853	NaN	-0.924	7788.954	0.000	0.000
25.206	7.629	95.720	30.084	229.552	1.427	422.713	-64.937	8.579	0.839	NaN	-0.790	7789.078	0.000	0.000
25.282	8.273	95.837	30.143	229.913	1.371	410.884	-55.955	8.842	0.889	NaN	-1.417	7789.187	0.000	0.000
25.343	8.078	95.963	30.367	231.597	1.390	414.987	-58.875	8.784	0.875	NaN	-0.786	7789.299	0.000	0.000
25.400	8.322	95.807	30.356	231.654	1.370	410.683	-55.836	8.887	0.894	NaN	-1.485	7789.413	0.000	0.000
25.419	8.353	95.953	30.365	231.555	1.368	410.274	-55.388	8.901	0.897	NaN	-1.403	7789.524	0.000	0.000
25.473	7.743	95.885	30.477	232.254	1.424	422.137	-64.334	8.683	0.850	NaN	-2.181	7789.633	0.000	0.000
25.590	6.417	95.980	30.620	233.483	1.557	449.172	-85.419	8.088	0.744	NaN	-2.372	7789.746	0.000	0.000
25.565	7.113	95.992	30.705	234.248	1.485	434.986	-74.129	8.428	0.801	NaN	-1.451	7789.860	0.000	0.000
25.605	7.145	96.024	30.622	233.502	1.483	434.592	-73.789	8.450	0.803	NaN	-1.830	7789.969	0.000	0.000
25.638	7.489	96.106	30.813	235.038	1.451	428.078	-68.655	8.610	0.831	NaN	-1.302	7790.080	0.000	0.000
25.722	7.122	96.150	30.949	235.810	1.489	435.740	-74.562	8.462	0.802	NaN	-1.893	7790.205	0.000	0.000
25.766	5.129	96.298	31.012	236.478	1.712	477.980	-109.115	7.344	0.635	NaN	-4.079	7790.332	0.000	0.000
25.828	4.211	96.423	31.121	237.158	1.843	500.138	-128.477	6.677	0.552	NaN	-3.077	7790.459	0.000	0.000
25.859	3.661	96.535	31.278	238.355	1.934	514.534	-141.498	6.217	0.499	NaN	-3.392	7790.572	0.000	0.000
25.897	3.404	96.616	31.143	237.343	1.982	521.753	-148.143	5.986	0.474	NaN	-3.474	7790.688	0.000	0.000
25.901	3.297	96.689	31.296	238.475	2.002	524.787	-150.924	5.886	0.463	NaN	-4.616	7790.797	0.000	0.000
25.983	3.209	96.758	31.456	239.691	2.022	527.623	-153.539	5.809	0.455	NaN	-6.361	7790.909	0.000	0.000
26.040	3.171	96.818	31.475	239.954	2.031	528.949	-154.738	5.777	0.451	NaN	-4.325	7791.023	0.000	0.000
26.059	3.153	96.697	31.546	240.455	2.035	529.500	-155.384	5.761	0.450	NaN	-5.620	7791.134	0.000	0.000
26.044	3.142	96.782	31.621	240.936	2.037	529.799	-155.584	5.749	0.448	NaN	-6.312	7791.251	0.000	0.000
26.143	3.140	96.861	31.603	240.788	2.040	530.240	-155.925	5.756	0.449	NaN	-7.198	7791.374	0.000	0.000
26.168	3.143	96.958	31.717	241.663	2.040	530.279	-155.866	5.761	0.449	NaN	-7.376	7791.497	0.000	0.000
26.232	3.147	97.009	31.761	242.147	2.041	530.415	-155.943	5.771	0.450	NaN	-7.020	7791.625	0.000	0.000
26.198	3.152	97.076	31.872	242.873	2.039	530.174	-155.647	5.773	0.450	NaN	-6.904	7791.737	0.000	0.000
26.276	3.155	97.126	31.861	242.624	2.040	530.406	-155.819	5.783	0.451	NaN	-6.936	7791.852	0.000	0.000
26.296	3.154	97.176	32.092	244.566	2.041	530.516	-155.873	5.784	0.451	NaN	-6.925	7791.971	0.000	0.000
26.372	3.161	97.222	32.146	244.950	2.041	530.591	-155.899	5.799	0.452	NaN	-6.864	7792.083	0.000	0.000
26.430	3.167	97.269	32.067	244.195	2.041	530.652	-155.910	5.810	0.452	NaN	-6.942	7792.213	0.000	0.000
26.412	3.171	97.290	32.079	244.440	2.040	530.479	-155.724	5.812	0.453	NaN	-6.887	7792.341	0.000	0.000
26.439	3.172	97.331	32.323	246.204	2.041	530.566	-155.766	5.815	0.453	NaN	-6.897	7792.457	0.000	0.000
26.553	3.176	97.358	32.372	246.409	2.042	530.842	-156.002	5.831	0.454	NaN	-6.843	7792.568	0.000	0.000
26.568	3.181	97.385	32.449	247.206	2.042	530.787	-155.923	5.837	0.454	NaN	-6.832	7792.688	0.000	0.000
26.581	3.187	97.405	32.419	246.971	2.041	530.647	-155.769	5.844	0.455	NaN	-6.780	7792.799	0.000	0.000
26.606	3.192	97.452	32.480	247.472	2.041	530.621	-155.698	5.851	0.456	NaN	-6.891	7792.922	0.000	0.000
26.666	3.196	97.469	32.615	248.392	2.041	530.710	-155.766	5.862	0.456	NaN	-6.836	7793.048	0.000	0.000
26.693	3.204	97.351	32.599	248.298	2.040	530.520	-155.701	5.873	0.457	NaN	-6.822	7793.159	0.000	0.000
26.715	3.208	97.409	32.795	249.774	2.040	530.508	-155.633	5.879	0.458	NaN	-6.861	7793.276	0.000	0.000
26.754	3.211	97.488	32.801	249.723	2.040	530.590	-155.631	5.885	0.458	NaN	-6.781	7793.389	0.000	0.000
