Y,StagnationPressure,StaticPressure,ManifoldPressure,BL_Pstatic
0.42,29.9282222222222,3.71288888888889,39.1364444444444,5.36866666666667
0.43,29.925625,3.70925,39.123375,5.5435
0.44,29.9071111111111,3.70633333333333,39.0635555555556,5.731
0.45,29.8856666666667,3.70466666666667,38.9658888888889,5.78133333333333
0.46,29.820375,3.698375,38.929875,5.981375
0.47,29.8357777777778,3.69644444444444,38.8675555555556,6.03211111111111
0.48,29.782,3.693,38.853375,6.200625
0.49,29.8306666666667,3.69711111111111,38.9106666666667,6.39277777777778
0.5,29.8972222222222,3.70633333333333,39.0563333333333,6.46844444444444
0.51,29.97575,3.71825,39.137625,6.77
0.52,30.0166666666667,3.72088888888889,39.182,6.99
0.53,29.987875,3.719375,39.236375,7.004
0.54,30.0228888888889,3.72333333333333,39.1753333333333,7.056
0.55,29.946875,3.716,39.070875,7.247625
0.56,29.933875,3.715875,39.035375,7.384
0.57,29.9118888888889,3.70966666666667,38.9652222222222,7.46288888888889
0.58,29.86175,3.703625,38.952,7.4905
0.59,29.8598888888889,3.70422222222222,38.9502222222222,7.52155555555555
0.6,29.8725555555556,3.70277777777778,38.9341111111111,7.76444444444444
0.61,29.92875,3.71175,39.034,7.851125
0.62,30.0162222222222,3.723,39.196,7.955
0.63,30.093125,3.7315,39.309625,8.11725
0.64,30.0983333333333,3.73077777777778,39.3362222222222,8.19711111111111
0.65,30.08825,3.730625,39.3505,8.254875
0.66,30.0782222222222,3.73388888888889,39.2598888888889,8.42344444444444
0.67,30.0248888888889,3.72322222222222,39.1667777777778,8.42
0.68,29.96325,3.717375,39.075125,8.50875
0.69,29.9076666666667,3.71077777777778,38.9876666666667,8.43288888888889
0.7,29.859875,3.706375,38.93225,8.571625
0.71,29.8514444444444,3.70544444444444,38.8666666666667,8.52477777777778
0.72,29.8546666666667,3.70255555555556,38.8948888888889,8.65388888888889
0.73,29.89425,3.710875,38.965875,8.691875
0.74,29.931875,3.714125,39.0175,8.72325
0.75,29.9911111111111,3.72344444444444,39.1252222222222,8.77188888888889
0.76,30.0407777777778,3.72544444444444,39.1933333333333,8.87944444444445
0.77,30.009125,3.725375,39.2025,8.809125
0.78,30.0077777777778,3.72655555555556,39.1578888888889,8.80211111111111
0.79,29.9743333333333,3.71977777777778,39.1168888888889,8.77377777777778
0.8,29.9523333333333,3.72122222222222,39.0468888888889,8.79388888888889
0.81,29.9125,3.714875,38.980375,8.7725
0.82,29.9023333333333,3.71388888888889,38.923,8.807
0.83,29.888875,3.710375,38.9785,8.76925
0.84,29.943,3.716,39.0252222222222,8.83688888888889
0.85,29.9918888888889,3.72255555555556,39.1262222222222,8.93344444444444
0.86,30.05125,3.732125,39.203125,8.94075
0.87,30.0637777777778,3.73588888888889,39.2514444444444,8.98188888888889
0.88,30.068625,3.734625,39.251,9.08075
0.89,30.0434444444444,3.73288888888889,39.2017777777778,9.09044444444444
0.9,29.992125,3.725375,39.195625,9.046875
0.91,29.9832222222222,3.72611111111111,39.0408888888889,9.072
0.92,29.9455555555556,3.71711111111111,38.9778888888889,9.04788888888889
0.93,29.90725,3.715,38.92275,9.05675
0.94,29.889,3.71377777777778,38.9304444444444,9.07133333333333
0.95,29.934875,3.7165,39.02675,9.125875
0.96,29.965,3.72122222222222,39.0317777777778,9.17155555555556
0.97,29.9715555555556,3.72411111111111,39.0805555555555,9.22822222222222
0.98,30.0134444444444,3.72755555555556,39.1198888888889,9.26433333333333
0.99,29.998,3.727125,39.135875,9.27975
1,29.9916666666667,3.72555555555556,39.0768888888889,9.28644444444445
