Y,StagnationPressure,StaticPressure,ManifoldPressure,BL_Pstatic
0,29.1365454545455,3.61054545454545,37.8832727272727,-9.69463636363636
0.01,29.2091111111111,3.62011111111111,38.0775555555556,-9.676
0.02,29.25625,3.627625,38.07975,-7.482125
0.03,29.2664444444444,3.62444444444444,38.044,-5.81133333333333
0.04,29.2385555555556,3.626,38.0382222222222,-5.04866666666667
0.05,29.2516666666667,3.62722222222222,38.0136666666667,-4.43955555555556
0.06,29.293125,3.629,38.08575,-3.86275
0.07,29.3696666666667,3.63644444444444,38.2694444444444,-3.32622222222222
0.08,29.4987777777778,3.65355555555556,38.4684444444444,-2.77577777777778
0.09,29.562,3.665875,38.564125,-2.328125
0.1,29.588,3.66766666666667,38.6525555555556,-1.93666666666667
0.11,29.6082222222222,3.67044444444444,38.6748888888889,-1.57788888888889
0.12,29.5834444444444,3.66833333333333,38.6082222222222,-1.222
0.13,29.5532222222222,3.66633333333333,38.5263333333333,-1.01444444444444
0.14,29.5321111111111,3.65911111111111,38.4696666666667,-0.631222222222222
0.15,29.537375,3.661375,38.433125,-0.379125
0.16,29.5414444444445,3.66444444444444,38.5368888888889,-0.0718888888888889
0.17,29.62775,3.669875,38.66375,0.142625
0.18,29.6885555555556,3.67866666666667,38.7927777777778,0.457666666666667
0.19,29.7477777777778,3.68655555555556,38.8286666666667,0.828444444444445
0.2,29.750625,3.68525,38.86825,0.938
0.21,29.7484444444444,3.68811111111111,38.885,1.35955555555556
0.22,29.7443333333333,3.68844444444444,38.8197777777778,1.478
0.23,29.711125,3.6875,38.82475,1.656875
0.24,29.7332222222222,3.68888888888889,38.7997777777778,1.89722222222222
0.25,29.7466666666667,3.68744444444444,38.7912222222222,2.12488888888889
0.26,29.74925,3.686875,38.842375,2.308
0.27,29.7614444444444,3.69,38.8486666666667,2.44011111111111
0.28,29.782625,3.690375,38.886875,2.77775
0.29,29.7785555555556,3.69322222222222,38.9594444444444,3.037
0.3,29.804625,3.696125,38.9325,3.247
0.31,29.8234444444444,3.69933333333333,38.9258888888889,3.40366666666667
0.32,29.8095,3.6985,38.885,3.53425
0.33,29.776,3.69411111111111,38.8811111111111,3.70166666666667
0.34,29.748,3.68955555555556,38.7976666666667,3.81455555555556
0.35,29.7123333333333,3.68577777777778,38.7514444444444,4.00022222222222
0.36,29.6908888888889,3.68177777777778,38.6742222222222,4.12122222222222
0.37,29.69175,3.6825,38.637625,4.46
0.38,29.7155555555556,3.68122222222222,38.7292222222222,4.49366666666667
0.39,29.7883333333333,3.69344444444444,38.8743333333333,4.79755555555556
0.4,29.873,3.70411111111111,39.0091111111111,5.04911111111111
0.41,29.917,3.709,39.08075,5.140125
