Y,StagnationPressure,StaticPressure,ManifoldPressure,BL_Pstatic
0.85,29.862,3.67888888888889,38.5186666666667,8.699
0.86,29.8685,3.68025,38.518875,8.719
0.87,29.8585555555556,3.68066666666667,38.5126666666667,8.75422222222222
0.88,29.8735555555556,3.67955555555556,38.5647777777778,8.75344444444445
0.89,29.8897777777778,3.68344444444444,38.5545555555556,8.78933333333333
0.9,29.8554444444444,3.68033333333333,38.5907777777778,8.80577777777778
0.91,29.881,3.68466666666667,38.5934444444444,8.84377777777778
0.92,29.8676666666667,3.68488888888889,38.5636666666667,8.85544444444444
0.93,29.8367777777778,3.68933333333333,38.4907777777778,8.88088888888889
0.94,29.795,3.68666666666667,38.5106666666667,8.83
0.95,29.8025,3.689625,38.490875,8.866625
0.96,29.8016666666667,3.68822222222222,38.4848888888889,8.85422222222222
0.97,29.8215555555556,3.69044444444444,38.5643333333333,8.90555555555556
0.98,29.8351111111111,3.69755555555556,38.5461111111111,8.95922222222222
0.99,29.86475,3.69925,38.59725,9.003875
1,29.8387777777778,3.699,38.579,9.005
