Y,StagnationPressure,StaticPressure,ManifoldPressure,BL_Pstatic
0,28.6948181818182,3.45490909090909,36.1323636363636,-6.23381818181818
0.01,28.889,3.48011111111111,36.4737777777778,-5.97544444444444
0.02,29.0384444444444,3.49788888888889,36.7148888888889,-4.956
0.03,29.164,3.51466666666667,36.9575555555556,-4.33422222222222
0.04,29.31,3.534375,37.188875,-3.7305
0.05,29.4062222222222,3.547,37.3482222222222,-3.15922222222222
0.06,29.5056666666667,3.56222222222222,37.5075555555556,-2.76888888888889
0.07,29.6006666666667,3.571,37.7204444444444,-2.30633333333333
0.08,29.7035555555556,3.58677777777778,37.8974444444444,-2.00633333333333
0.09,29.7635,3.59475,37.996125,-1.574375
0.1,29.8161111111111,3.60066666666667,38.0734444444444,-1.34222222222222
0.11,29.8632222222222,3.60455555555556,38.1342222222222,-0.977111111111111
0.12,29.884,3.60888888888889,38.2096666666667,-0.670555555555556
0.13,29.9121111111111,3.61066666666667,38.2251111111111,-0.367
0.14,29.92925,3.614875,38.27775,-0.02
0.15,30.0065555555556,3.62211111111111,38.4153333333333,0.282888888888889
0.16,30.047625,3.62675,38.4615,0.524875
0.17,30.0935555555556,3.63077777777778,38.5695555555556,0.779
0.18,30.127,3.63755555555555,38.552,0.964777777777778
0.19,30.1216666666667,3.63533333333333,38.6184444444444,1.19066666666667
0.2,30.1322222222222,3.63644444444444,38.5744444444444,1.45244444444444
0.21,30.1083333333333,3.63588888888889,38.6223333333333,1.67211111111111
0.22,30.1354444444444,3.63733333333333,38.6174444444444,1.84522222222222
0.23,30.1287777777778,3.63688888888889,38.6257777777778,2.04877777777778
0.24,30.1311111111111,3.64344444444444,38.645,2.31377777777778
0.25,30.154,3.645375,38.7055,2.548125
0.26,30.1928888888889,3.65411111111111,38.6994444444444,2.69144444444444
0.27,30.1977777777778,3.65611111111111,38.781,2.95066666666667
0.28,30.217875,3.661,38.798125,3.235625
0.29,30.2534444444444,3.66366666666667,38.8464444444444,3.32811111111111
0.3,30.2432222222222,3.66055555555556,38.8403333333333,3.55822222222222
0.31,30.2191,3.6573,38.7885,3.7552
0.32,30.2156666666667,3.65455555555556,38.7941111111111,3.84466666666667
0.33,30.2085555555556,3.65366666666667,38.809,3.99277777777778
0.34,30.2065555555556,3.65433333333333,38.7864444444444,4.22233333333333
0.35,30.2222222222222,3.65444444444444,38.8023333333333,4.41044444444444
0.36,30.217,3.65477777777778,38.8057777777778,4.73744444444444
0.37,30.2185555555556,3.65711111111111,38.8255555555556,4.85522222222222
0.38,30.250875,3.6625,38.8595,4.937625
0.39,30.2384444444444,3.66311111111111,38.8763333333333,5.05655555555555
0.4,30.2583333333333,3.66577777777778,38.9002222222222,5.45366666666667
0.41,30.2537777777778,3.66988888888889,38.8838888888889,5.45466666666667
0.42,30.20175,3.665875,38.8155,5.56675
0.43,30.2032222222222,3.66677777777778,38.8096666666667,5.84766666666667
0.44,30.1943333333333,3.66855555555556,38.7794444444445,5.93555555555556
0.45,30.1754444444444,3.67144444444444,38.7314444444444,6.03922222222222
0.46,30.1427777777778,3.66711111111111,38.7862222222222,6.223
0.47,30.1468,3.6692,38.7728,6.2853
0.48,30.141375,3.66275,38.79625,6.56675
0.49,30.1826666666667,3.66166666666667,38.7893333333333,6.58011111111111
0.5,30.1963333333333,3.661,38.7895555555556,6.81066666666667
0.51,30.1486666666667,3.65822222222222,38.795,6.92944444444444
0.52,30.13,3.66375,38.770375,7.0825
0.53,30.1219,3.669,38.72,7.1762
0.54,30.077875,3.667,38.630875,7.26875
0.55,30.0365555555556,3.66411111111111,38.5994444444444,7.39633333333333
0.56,30.0636666666667,3.66233333333333,38.6194444444444,7.39811111111111
0.57,30.0285,3.661125,38.65425,7.572625
0.58,30.0695555555556,3.666,38.6876666666667,7.69133333333333
0.59,30.0857777777778,3.66988888888889,38.7354444444444,7.735
0.6,30.0927777777778,3.67655555555556,38.7325555555555,7.84733333333333
0.61,30.1015,3.6795,38.75875,8.088
0.62,30.1017777777778,3.675,38.7645555555556,8.01088888888889
0.63,30.067,3.67425,38.781125,8.141375
0.64,30.0819,3.6789,38.7571,8.2496
0.65,30.065,3.677125,38.702375,8.398875
0.66,30.007,3.67422222222222,38.6733333333333,8.24188888888889
0.67,30.0107777777778,3.67144444444444,38.7303333333333,8.49388888888889
0.68,30.0081111111111,3.67266666666667,38.6578888888889,8.51644444444444
0.69,30.0342222222222,3.67322222222222,38.6933333333333,8.559
0.7,29.9762222222222,3.67155555555556,38.6252222222222,8.59511111111111
0.71,29.992125,3.67575,38.646875,8.603375
0.72,29.9654444444444,3.67488888888889,38.6667777777778,8.56966666666667
0.73,29.9961111111111,3.68133333333333,38.6127777777778,8.60922222222222
0.74,29.970375,3.678375,38.62475,8.584375
0.75,29.9734444444444,3.68344444444444,38.6103333333333,8.57433333333334
0.76,29.9611111111111,3.68122222222222,38.6028888888889,8.52633333333333
0.77,29.942625,3.682375,38.60975,8.55875
0.78,29.9425555555556,3.68066666666667,38.6293333333333,8.59
0.79,29.9128888888889,3.67588888888889,38.6128888888889,8.54466666666667
0.8,29.9445555555556,3.68277777777778,38.6267777777778,8.617
0.81,29.922,3.68288888888889,38.5835555555556,8.65888888888889
0.82,29.9036666666667,3.67955555555556,38.5888888888889,8.63122222222222
0.83,29.879125,3.680875,38.558375,8.65175
0.84,29.8748888888889,3.67644444444444,38.5763333333333,8.676
