														
Stagnation Pressure	Static Pressure	Stagnation Temperature	Manifold Pressure	Tank Pressure	Mach Number	Velocity	Static Temperature	Mass Flow	Static Density	Reynold's Number	BL Pstatic	Time	X	Y
psia	psia	degF	psig	psig	N/A	m/s	degF	kg/s	kg/m^3	N/A	psig	sec	in	in
29.930	3.716	84.704	38.883	295.308	2.019	521.413	-159.735	6.784	0.538	NaN	9.049	165994.322	0.000	0.930
29.937	3.714	84.688	39.061	296.665	2.019	521.483	-159.818	6.782	0.537	NaN	8.985	165994.444	0.000	0.930
29.863	3.713	84.684	38.906	295.383	2.018	521.269	-159.621	6.774	0.537	NaN	9.082	165994.569	0.000	0.930
29.864	3.714	84.643	38.858	295.128	2.018	521.229	-159.624	6.775	0.537	NaN	9.007	165994.694	0.000	0.930
29.856	3.713	84.621	38.907	294.277	2.017	521.207	-159.626	6.774	0.537	NaN	9.043	165994.821	0.000	0.930
29.887	3.711	84.564	38.881	292.750	2.019	521.342	-159.809	6.775	0.537	NaN	8.945	165994.944	0.000	0.940
29.870	3.707	84.540	38.909	294.019	2.019	521.363	-159.852	6.770	0.537	NaN	9.022	165995.055	0.000	0.940
29.918	3.711	84.505	39.043	295.807	2.019	521.406	-159.928	6.779	0.537	NaN	9.014	165995.182	0.000	0.940
29.890	3.709	84.271	39.021	296.360	2.019	521.251	-160.017	6.775	0.537	NaN	9.107	165995.303	0.000	0.940
29.872	3.711	84.241	38.812	294.773	2.018	521.124	-159.927	6.776	0.537	NaN	9.108	165995.429	0.000	0.940
29.873	3.713	84.261	38.967	295.961	2.018	521.095	-159.881	6.778	0.537	NaN	9.046	165995.548	0.000	0.940
29.880	3.716	84.273	39.047	296.557	2.018	521.059	-159.835	6.781	0.538	NaN	9.092	165995.660	0.000	0.940
29.939	3.716	84.256	38.846	295.219	2.019	521.216	-160.000	6.787	0.538	NaN	9.179	165995.777	0.000	0.940
29.920	3.720	84.246	38.941	295.658	2.018	521.069	-159.872	6.789	0.538	NaN	9.160	165995.898	0.000	0.940
29.871	3.716	84.229	38.897	295.445	2.017	520.992	-159.816	6.781	0.538	NaN	9.049	165996.019	0.000	0.940
29.838	3.712	84.200	38.800	294.631	2.017	520.979	-159.833	6.773	0.537	NaN	8.887	165996.131	0.000	0.940
29.890	3.713	84.119	39.032	296.553	2.018	521.084	-160.013	6.780	0.538	NaN	9.022	165996.256	0.000	0.940
29.888	3.717	83.973	39.110	295.031	2.018	520.905	-159.991	6.785	0.538	NaN	9.059	165996.378	0.000	0.940
29.888	3.715	84.005	38.936	292.257	2.018	520.970	-160.020	6.783	0.538	NaN	9.099	165996.494	0.000	0.950
29.915	3.717	83.993	38.945	293.017	2.018	521.008	-160.067	6.787	0.538	NaN	9.120	165996.614	0.000	0.950
29.944	3.717	83.994	39.057	296.829	2.019	521.085	-160.138	6.791	0.538	NaN	9.144	165996.725	0.000	0.950
29.921	3.716	83.975	38.887	295.436	2.018	521.038	-160.114	6.787	0.538	NaN	9.142	165996.847	0.000	0.950
29.920	3.716	83.974	39.061	296.626	2.018	521.032	-160.109	6.787	0.538	NaN	9.081	165996.963	0.000	0.950
29.939	3.715	83.932	39.150	297.353	2.019	521.090	-160.205	6.789	0.538	NaN	9.063	165997.088	0.000	0.950
29.968	3.716	83.903	38.978	296.057	2.019	521.134	-160.275	6.793	0.539	NaN	9.233	165997.205	0.000	0.950
29.931	3.716	83.872	38.957	295.935	2.019	521.017	-160.197	6.789	0.538	NaN	9.067	165997.323	0.000	0.950
29.940	3.719	83.808	39.043	296.547	2.018	520.948	-160.196	6.793	0.539	NaN	9.111	165997.447	0.000	0.950
29.916	3.717	83.789	39.081	296.664	2.018	520.899	-160.170	6.789	0.539	NaN	9.166	165997.566	0.000	0.950
29.914	3.716	83.736	38.887	295.452	2.018	520.900	-160.223	6.788	0.538	NaN	9.149	165997.677	0.000	0.950
29.935	3.716	83.495	39.026	296.455	2.019	520.835	-160.404	6.792	0.539	NaN	9.212	165997.797	0.000	0.950
29.936	3.719	83.459	39.095	293.508	2.018	520.761	-160.370	6.795	0.539	NaN	9.067	165997.914	0.000	0.960
29.968	3.721	83.485	39.007	294.448	2.019	520.830	-160.409	6.800	0.539	NaN	9.212	165998.025	0.000	0.960
29.938	3.720	83.478	39.044	295.384	2.018	520.746	-160.336	6.796	0.539	NaN	9.158	165998.141	0.000	0.960
29.973	3.721	83.490	38.865	295.226	2.019	520.844	-160.417	6.800	0.540	NaN	9.223	165998.257	0.000	0.960
29.925	3.717	83.484	39.086	296.964	2.018	520.778	-160.361	6.792	0.539	NaN	9.082	165998.382	0.000	0.960
29.958	3.720	83.479	38.961	295.956	2.019	520.812	-160.398	6.798	0.539	NaN	9.147	165998.494	0.000	0.960
29.997	3.723	83.454	39.214	297.790	2.019	520.833	-160.443	6.806	0.540	NaN	9.296	165998.617	0.000	0.960
29.968	3.727	83.378	38.892	295.408	2.018	520.620	-160.319	6.807	0.540	NaN	9.232	165998.739	0.000	0.960
29.938	3.721	83.237	39.026	296.234	2.018	520.607	-160.448	6.799	0.540	NaN	9.065	165998.850	0.000	0.960
29.996	3.719	83.241	39.241	297.870	2.020	520.836	-160.659	6.803	0.540	NaN	9.185	165998.960	0.000	0.960
29.992	3.723	83.249	38.957	295.969	2.019	520.719	-160.541	6.807	0.540	NaN	9.156	165999.071	0.000	0.960
29.977	3.725	83.258	39.017	296.327	2.018	520.641	-160.459	6.806	0.540	NaN	9.236	165999.180	0.000	0.960
29.999	3.725	83.247	39.190	297.306	2.019	520.702	-160.526	6.809	0.540	NaN	9.181	165999.299	0.000	0.960
30.002	3.726	83.230	38.965	290.559	2.018	520.679	-160.522	6.810	0.540	NaN	9.238	165999.420	0.000	0.970
29.994	3.725	83.036	39.109	295.638	2.018	520.573	-160.617	6.810	0.541	NaN	9.251	165999.531	0.000	0.970
29.959	3.723	83.010	39.077	295.124	2.018	520.523	-160.596	6.804	0.540	NaN	9.109	165999.651	0.000	0.970
29.934	3.723	83.020	39.005	296.263	2.017	520.441	-160.510	6.802	0.540	NaN	9.235	165999.759	0.000	0.970
30.013	3.726	83.038	39.144	297.203	2.019	520.624	-160.663	6.812	0.541	NaN	9.288	165999.871	0.000	0.970
30.039	3.725	82.916	39.119	297.202	2.019	520.657	-160.815	6.815	0.541	NaN	9.260	165999.987	0.000	0.970
29.982	3.723	82.809	39.008	296.305	2.019	520.487	-160.763	6.808	0.540	NaN	9.265	166000.103	0.000	0.970
29.952	3.727	82.846	38.996	296.110	2.017	520.304	-160.556	6.809	0.541	NaN	9.299	166000.228	0.000	0.970
29.968	3.724	82.865	39.187	297.586	2.018	520.443	-160.667	6.807	0.540	NaN	9.143	166000.350	0.000	0.970
29.910	3.722	82.855	39.188	297.504	2.017	520.315	-160.556	6.799	0.540	NaN	9.254	166000.473	0.000	0.970
29.987	3.724	82.842	39.001	296.258	2.018	520.483	-160.727	6.810	0.541	NaN	9.201	166000.590	0.000	0.970
29.996	3.729	82.858	39.229	297.906	2.018	520.402	-160.634	6.815	0.541	NaN	9.189	166000.711	0.000	0.970
30.016	3.727	82.837	39.179	296.261	2.019	520.505	-160.752	6.815	0.541	NaN	9.277	166000.823	0.000	0.970
30.010	3.728	82.790	39.068	292.316	2.018	520.434	-160.733	6.816	0.541	NaN	9.285	166000.944	0.000	0.980
30.052	3.729	82.789	39.158	295.608	2.019	520.540	-160.832	6.821	0.542	NaN	9.310	166001.063	0.000	0.980
30.009	3.729	82.745	39.196	297.113	2.018	520.403	-160.749	6.817	0.541	NaN	9.216	166001.175	0.000	0.980
29.998	3.727	82.738	39.072	296.563	2.018	520.398	-160.751	6.814	0.541	NaN	9.193	166001.297	0.000	0.980
30.044	3.727	82.706	39.065	296.720	2.019	520.521	-160.897	6.819	0.541	NaN	9.286	166001.417	0.000	0.980
30.044	3.728	82.467	39.181	297.680	2.019	520.386	-161.010	6.822	0.542	NaN	9.350	166001.541	0.000	0.980
29.995	3.728	82.502	39.128	296.957	2.018	520.260	-160.858	6.816	0.541	NaN	9.252	166001.670	0.000	0.980
30.022	3.728	82.496	39.030	296.394	2.018	520.332	-160.932	6.819	0.542	NaN	9.343	166001.791	0.000	0.980
30.000	3.727	82.499	39.159	297.403	2.018	520.292	-160.890	6.816	0.541	NaN	9.305	166001.903	0.000	0.980
30.010	3.727	82.496	39.143	297.218	2.018	520.313	-160.914	6.817	0.541	NaN	9.234	166002.020	0.000	0.980
29.999	3.727	82.475	39.105	296.868	2.018	520.289	-160.912	6.815	0.541	NaN	9.200	166002.142	0.000	0.980
30.039	3.728	82.449	39.116	297.045	2.019	520.372	-161.015	6.821	0.542	NaN	9.185	166002.261	0.000	0.980
30.067	3.730	82.427	39.141	293.209	2.019	520.380	-161.045	6.827	0.542	NaN	9.332	166002.387	0.000	0.980
29.970	3.730	82.394	39.212	294.733	2.017	520.075	-160.793	6.816	0.542	NaN	9.261	166002.500	0.000	0.990
30.008	3.730	82.378	38.916	293.682	2.018	520.191	-160.917	6.820	0.542	NaN	9.342	166002.620	0.000	0.990
29.963	3.730	82.356	39.087	296.875	2.017	520.044	-160.803	6.815	0.542	NaN	9.276	166002.740	0.000	0.990
29.976	3.726	82.330	39.234	297.914	2.018	520.166	-160.942	6.813	0.541	NaN	9.198	166002.861	0.000	0.990
29.999	3.725	82.325	39.100	296.719	2.019	520.257	-161.032	6.815	0.541	NaN	9.323	166002.980	0.000	0.990
30.022	3.729	82.292	39.115	297.001	2.018	520.202	-161.015	6.822	0.542	NaN	9.397	166003.091	0.000	0.990
29.982	3.729	82.300	39.221	297.865	2.017	520.093	-160.903	6.817	0.542	NaN	9.359	166003.210	0.000	0.990
29.977	3.726	82.257	38.954	295.867	2.018	520.140	-160.990	6.813	0.541	NaN	9.215	166003.324	0.000	0.990
30.015	3.726	82.226	39.159	297.344	2.019	520.244	-161.120	6.817	0.541	NaN	9.272	166003.447	0.000	0.990
30.050	3.726	82.182	39.217	297.851	2.019	520.311	-161.226	6.822	0.542	NaN	9.198	166003.571	0.000	0.990
29.961	3.727	82.173	38.978	296.040	2.017	520.032	-160.974	6.813	0.541	NaN	9.248	166003.697	0.000	0.990
29.978	3.725	82.141	39.077	296.290	2.018	520.105	-161.073	6.814	0.541	NaN	9.218	166003.817	0.000	0.990
29.961	3.725	82.001	39.275	291.994	2.018	519.978	-161.095	6.813	0.541	NaN	9.169	166003.931	0.000	1.000
30.018	3.729	81.654	39.165	295.026	2.018	519.896	-161.366	6.825	0.542	NaN	9.326	166004.055	0.000	1.000
30.072	3.730	81.664	39.118	296.757	2.019	520.033	-161.483	6.832	0.543	NaN	9.340	166004.171	0.000	1.000
29.988	3.733	81.532	39.068	296.823	2.017	519.658	-161.265	6.826	0.543	NaN	9.315	166004.291	0.000	1.000
29.995	3.731	81.617	39.085	296.918	2.017	519.764	-161.279	6.824	0.543	NaN	9.292	166004.406	0.000	1.000
29.988	3.726	81.662	39.206	297.724	2.018	519.874	-161.337	6.819	0.542	NaN	9.300	166004.528	0.000	1.000
29.968	3.726	81.707	38.967	295.890	2.018	519.852	-161.271	6.816	0.542	NaN	9.207	166004.649	0.000	1.000
29.968	3.723	81.718	39.102	297.067	2.018	519.932	-161.335	6.813	0.541	NaN	9.289	166004.763	0.000	1.000
29.977	3.721	81.736	39.138	297.127	2.019	520.006	-161.387	6.812	0.541	NaN	9.326	166004.882	0.000	1.000
29.978	3.719	81.563	38.976	296.100	2.019	519.962	-161.519	6.812	0.541	NaN	9.250	166005.005	0.000	1.000
29.991	3.721	81.570	39.032	296.416	2.019	519.957	-161.506	6.815	0.542	NaN	9.259	166005.122	0.000	1.000
29.980	3.722	81.595	39.142	297.306	2.019	519.929	-161.455	6.814	0.542	NaN	9.245	166005.246	0.000	1.000
29.990	3.724	81.612	39.134	294.609	2.018	519.900	-161.411	6.818	0.542	NaN	9.230	166005.368	0.000	1.000
29.987	3.726	81.626	39.034	291.932	2.018	519.869	-161.368	6.819	0.542	NaN	9.287	166005.484	0.000	0.500
29.946	3.725	81.664	38.997	292.672	2.017	519.786	-161.253	6.813	0.542	NaN	9.237	166005.604	0.000	0.500
29.972	3.725	81.495	38.979	293.189	2.018	519.787	-161.423	6.817	0.542	NaN	9.060	166005.725	0.000	0.500
29.943	3.723	81.470	39.082	293.383	2.018	519.719	-161.384	6.813	0.542	NaN	9.092	166005.847	0.000	0.500
29.975	3.725	81.456	38.964	292.842	2.018	519.760	-161.436	6.818	0.542	NaN	9.155	166005.965	0.000	0.500
29.963	3.726	81.438	39.029	291.992	2.018	519.706	-161.404	6.817	0.542	NaN	9.146	166006.094	0.000	0.500
29.989	3.725	81.295	39.058	293.688	2.018	519.736	-161.576	6.820	0.542	NaN	9.054	166006.221	0.000	0.500
29.921	3.725	81.286	39.082	292.923	2.017	519.534	-161.395	6.813	0.542	NaN	8.932	166006.344	0.000	0.500
29.900	3.722	81.264	39.006	291.974	2.017	519.529	-161.413	6.808	0.541	NaN	8.891	166006.469	0.000	0.500
29.963	3.720	81.328	39.057	293.738	2.019	519.782	-161.585	6.813	0.542	NaN	8.911	166006.592	0.000	0.500
29.986	3.723	81.298	39.030	293.441	2.019	519.784	-161.617	6.817	0.542	NaN	8.893	166006.712	0.000	0.500
29.958	3.720	81.227	38.997	293.075	2.018	519.724	-161.632	6.812	0.542	NaN	8.913	166006.830	0.000	0.500
29.955	3.718	81.309	39.015	291.770	2.019	519.805	-161.626	6.810	0.541	NaN	8.721	166006.944	0.000	0.500
29.902	3.721	81.244	38.953	291.952	2.017	519.544	-161.447	6.807	0.541	NaN	8.730	166007.061	0.000	0.500
29.882	3.716	81.178	38.903	292.229	2.018	519.569	-161.536	6.801	0.541	NaN	8.661	166007.171	0.000	0.500
29.912	3.718	81.134	39.018	293.360	2.018	519.595	-161.604	6.806	0.541	NaN	8.636	166007.283	0.000	0.500
29.887	3.714	81.098	39.060	292.190	2.018	519.607	-161.652	6.799	0.541	NaN	8.689	166007.407	0.000	0.500
29.806	3.719	81.075	39.109	292.583	2.015	519.223	-161.316	6.796	0.541	NaN	8.691	166007.529	0.000	0.500
29.880	3.714	81.046	38.975	291.676	2.018	519.541	-161.642	6.800	0.541	NaN	8.799	166007.653	0.000	0.500
29.949	3.717	81.045	39.137	293.243	2.019	519.694	-161.786	6.809	0.541	NaN	8.661	166007.776	0.000	0.500
29.965	3.717	80.951	39.155	290.464	2.019	519.682	-161.869	6.812	0.542	NaN	8.470	166007.902	0.000	0.500
29.926	3.717	80.800	38.786	291.854	2.018	519.497	-161.846	6.809	0.542	NaN	8.439	166008.021	0.000	0.500
29.941	3.719	80.844	38.983	293.168	2.018	519.516	-161.821	6.812	0.542	NaN	8.280	166008.131	0.000	0.500
29.962	3.720	80.850	39.083	292.622	2.019	519.554	-161.850	6.815	0.542	NaN	8.342	166008.250	0.000	0.500
29.940	3.721	80.748	39.031	293.238	2.018	519.429	-161.835	6.814	0.542	NaN	8.060	166008.364	0.000	0.500
29.929	3.720	80.810	38.992	292.231	2.018	519.442	-161.786	6.812	0.542	NaN	8.044	166008.484	0.000	0.500
29.924	3.724	80.787	38.969	293.013	2.017	519.307	-161.683	6.816	0.542	NaN	7.891	166008.605	0.000	0.500
29.917	3.721	80.733	38.949	292.011	2.017	519.346	-161.773	6.812	0.542	NaN	7.666	166008.725	0.000	0.500
29.925	3.717	80.706	38.909	292.126	2.018	519.446	-161.893	6.809	0.542	NaN	7.522	166008.841	0.000	0.500
29.856	3.715	80.708	38.954	291.250	2.017	519.301	-161.755	6.800	0.541	NaN	7.332	166008.956	0.000	0.500
29.851	3.712	80.618	38.904	293.315	2.018	519.303	-161.848	6.797	0.541	NaN	7.339	166009.076	0.000	0.500
29.883	3.712	80.575	38.987	293.003	2.018	519.379	-161.962	6.801	0.541	NaN	7.296	166009.199	0.000	0.500
29.939	3.717	80.539	39.037	290.364	2.019	519.422	-162.037	6.811	0.542	NaN	6.959	166009.312	0.000	0.500
29.916	3.715	80.330	38.891	293.140	2.018	519.279	-162.114	6.809	0.542	NaN	6.638	166009.428	0.000	0.500
29.897	3.718	80.262	38.828	293.901	2.018	519.136	-162.048	6.810	0.542	NaN	6.821	166009.549	0.000	0.500
29.911	3.720	80.266	38.972	296.083	2.018	519.126	-162.034	6.813	0.542	NaN	6.727	166009.662	0.000	0.500
29.956	3.721	80.245	38.973	295.990	2.018	519.238	-162.160	6.819	0.543	NaN	6.750	166009.781	0.000	0.500
29.890	3.717	80.240	38.917	292.784	2.017	519.108	-162.044	6.809	0.542	NaN	6.646	166009.903	0.000	-0.000
29.877	3.718	80.226	38.786	292.209	2.017	519.057	-162.010	6.808	0.542	NaN	6.630	166010.029	0.000	-0.000
29.891	3.715	80.220	38.991	292.445	2.018	519.162	-162.114	6.807	0.542	NaN	6.043	166010.154	0.000	-0.000
29.880	3.713	80.188	38.887	292.341	2.018	519.164	-162.147	6.804	0.542	NaN	6.300	166010.266	0.000	-0.000
29.858	3.709	80.187	38.869	290.501	2.018	519.183	-162.167	6.798	0.541	NaN	6.231	166010.387	0.000	-0.000
29.869	3.711	80.159	38.931	289.061	2.018	519.153	-162.167	6.801	0.541	NaN	5.321	166010.510	0.000	-0.000
29.867	3.712	80.155	38.883	292.896	2.018	519.132	-162.151	6.802	0.541	NaN	5.240	166010.635	0.000	-0.000
29.923	3.717	80.115	38.863	292.659	2.018	519.166	-162.223	6.813	0.542	NaN	5.394	166010.752	0.000	-0.000
29.873	3.716	80.040	38.937	292.944	2.017	518.991	-162.134	6.807	0.542	NaN	4.624	166010.873	0.000	-0.000
29.865	3.718	79.899	38.837	292.194	2.017	518.860	-162.153	6.809	0.542	NaN	4.617	166010.993	0.000	-0.000
29.878	3.717	79.913	38.936	293.656	2.017	518.931	-162.205	6.809	0.542	NaN	4.644	166011.104	0.000	-0.000
29.868	3.716	79.895	38.805	290.696	2.017	518.912	-162.206	6.807	0.542	NaN	4.340	166011.232	0.000	-0.000
29.872	3.715	79.846	38.859	291.963	2.018	518.935	-162.276	6.807	0.542	NaN	3.913	166011.354	0.000	-0.000
29.884	3.711	79.666	38.914	292.551	2.018	518.962	-162.481	6.806	0.542	NaN	3.485	166011.476	0.000	-0.000
29.856	3.713	79.692	38.929	291.009	2.018	518.862	-162.362	6.804	0.542	NaN	3.131	166011.606	0.000	-0.000
29.875	3.711	79.709	38.874	290.515	2.018	518.973	-162.448	6.804	0.542	NaN	2.830	166011.734	0.000	-0.000
29.842	3.710	79.681	38.833	291.023	2.018	518.865	-162.376	6.801	0.542	NaN	2.561	166011.855	0.000	-0.000
29.887	3.712	79.547	39.012	292.990	2.018	518.907	-162.548	6.807	0.542	NaN	2.379	166011.973	0.000	-0.000
29.856	3.710	79.577	38.883	290.818	2.018	518.868	-162.482	6.802	0.542	NaN	1.757	166012.093	0.000	-0.000
29.838	3.707	79.594	38.807	291.862	2.018	518.889	-162.485	6.797	0.541	NaN	1.500	166012.213	0.000	-0.000
29.864	3.709	79.592	38.848	288.246	2.018	518.918	-162.515	6.802	0.542	NaN	1.339	166012.324	0.000	-0.000
29.929	3.714	79.585	39.073	291.941	2.019	519.006	-162.603	6.813	0.542	NaN	0.803	166012.445	0.000	-0.000
29.908	3.714	79.562	38.947	293.616	2.018	518.925	-162.550	6.812	0.542	NaN	0.712	166012.565	0.000	-0.000
29.853	3.715	79.565	38.725	290.396	2.017	518.742	-162.377	6.806	0.542	NaN	0.262	166012.685	0.000	-0.000
29.859	3.714	79.548	38.947	292.623	2.017	518.756	-162.407	6.807	0.542	NaN	-0.226	166012.801	0.000	-0.000
29.903	3.715	79.512	38.923	292.011	2.018	518.849	-162.529	6.813	0.543	NaN	-0.382	166012.919	0.000	-0.000
29.916	3.718	79.482	38.895	292.510	2.018	518.799	-162.513	6.817	0.543	NaN	-1.073	166013.029	0.000	-0.000
29.867	3.717	79.463	38.952	291.577	2.017	518.670	-162.411	6.811	0.543	NaN	-1.584	166013.142	0.000	-0.000
29.883	3.714	79.425	39.003	288.102	2.018	518.771	-162.544	6.810	0.542	NaN	-1.912	166013.270	0.000	-0.000
29.947	3.715	79.396	38.905	292.377	2.019	518.934	-162.725	6.818	0.543	NaN	-2.651	166013.398	0.000	-0.000
29.894	3.716	79.341	38.869	292.083	2.018	518.734	-162.594	6.813	0.543	NaN	-3.091	166013.519	0.000	-0.000
29.869	3.716	79.294	38.865	291.578	2.017	518.619	-162.534	6.811	0.543	NaN	-3.985	166013.630	0.000	-0.000
29.883	3.714	79.249	39.057	292.012	2.018	518.698	-162.652	6.811	0.543	NaN	-5.049	166013.752	0.000	-0.000
29.918	3.711	79.223	39.037	293.634	2.019	518.858	-162.827	6.812	0.543	NaN	-7.160	166013.875	0.000	-0.000
29.855	3.712	79.189	38.865	294.229	2.018	518.634	-162.653	6.806	0.542	NaN	-9.333	166014.000	0.000	-0.000
29.878	3.714	79.164	38.923	295.033	2.018	518.632	-162.676	6.811	0.543	NaN	-9.558	166014.120	0.000	-0.000
29.875	3.715	79.116	38.958	295.802	2.018	518.592	-162.686	6.812	0.543	NaN	-9.542	166014.240	0.000	-0.000
29.905	3.716	79.076	39.054	296.584	2.018	518.629	-162.761	6.816	0.543	NaN	-9.552	166014.357	0.000	-0.000
29.903	3.717	79.039	38.988	296.128	2.018	518.574	-162.746	6.818	0.543	NaN	-9.563	166014.475	0.000	-0.000
29.932	3.719	79.008	38.966	295.969	2.018	518.601	-162.803	6.823	0.544	NaN	-9.554	166014.593	0.000	-0.000
29.906	3.719	78.980	39.000	296.064	2.018	518.519	-162.754	6.820	0.543	NaN	-9.561	166014.714	0.000	-0.000
29.905	3.720	78.953	38.965	295.811	2.017	518.481	-162.746	6.821	0.544	NaN	-9.551	166014.830	0.000	-0.000
29.901	3.717	78.934	38.915	295.445	2.018	518.513	-162.795	6.818	0.543	NaN	-9.558	166014.942	0.000	-0.000
29.936	3.714	78.897	39.065	296.630	2.019	518.679	-162.986	6.819	0.543	NaN	-9.559	166015.053	0.000	-0.000
29.945	3.718	78.865	38.993	296.108	2.019	518.609	-162.953	6.824	0.544	NaN	-9.556	166015.173	0.000	-0.000
29.938	3.721	78.833	39.018	296.353	2.018	518.502	-162.885	6.826	0.544	NaN	-9.549	166015.293	0.000	-0.000
29.926	3.718	78.808	39.040	296.449	2.018	518.507	-162.915	6.823	0.544	NaN	-9.561	166015.407	0.000	-0.000
29.935	3.717	78.765	38.911	295.543	2.018	518.540	-162.989	6.823	0.544	NaN	-9.555	166015.524	0.000	-0.000
29.939	3.720	78.749	39.063	296.678	2.018	518.470	-162.940	6.826	0.544	NaN	-9.559	166015.638	0.000	-0.000
29.923	3.719	78.686	38.934	295.690	2.018	518.417	-162.954	6.824	0.544	NaN	-9.558	166015.751	0.000	-0.000
29.927	3.720	78.648	38.907	295.491	2.018	518.386	-162.962	6.826	0.544	NaN	-9.566	166015.867	0.000	-0.000
29.921	3.716	78.611	39.013	296.314	2.018	518.453	-163.062	6.821	0.544	NaN	-9.567	166015.991	0.000	-0.000
29.905	3.717	78.494	39.070	296.713	2.018	518.331	-163.065	6.821	0.544	NaN	-9.561	166016.103	0.000	-0.000
29.943	3.722	78.397	38.987	296.026	2.018	518.268	-163.103	6.831	0.545	NaN	-9.551	166016.229	0.000	-0.000
29.914	3.723	78.393	39.013	296.226	2.017	518.164	-163.010	6.828	0.545	NaN	-9.562	166016.348	0.000	-0.000
29.887	3.720	78.388	38.939	295.860	2.017	518.153	-163.005	6.822	0.544	NaN	-9.557	166016.465	0.000	-0.000
29.850	3.721	78.291	38.935	295.643	2.016	517.965	-162.926	6.820	0.544	NaN	-9.567	166016.579	0.000	-0.000
29.808	3.715	78.169	38.592	293.181	2.016	517.911	-162.998	6.811	0.543	NaN	-9.572	166016.701	0.000	-0.000
29.592	3.707	78.192	38.123	289.552	2.013	517.478	-162.573	6.780	0.541	NaN	-9.607	166016.819	0.000	-0.000
29.468	3.693	78.213	37.510	285.069	2.013	517.439	-162.515	6.753	0.539	NaN	-9.616	166016.943	0.000	-0.000
29.064	3.665	78.190	36.864	280.301	2.009	516.866	-162.006	6.683	0.534	NaN	-9.673	166017.054	0.000	-0.000
28.680	3.631	77.989	35.870	272.788	2.006	516.397	-161.770	6.610	0.529	NaN	-9.738	166017.176	0.000	-0.000
28.142	3.579	78.042	34.809	264.894	2.003	516.006	-161.355	6.502	0.521	NaN	-9.825	166017.289	0.000	-0.000
27.571	3.522	78.064	33.831	257.473	2.000	515.627	-160.981	6.384	0.512	NaN	-9.908	166017.414	0.000	-0.000
27.070	3.463	78.071	32.737	249.314	1.999	515.473	-160.831	6.274	0.503	NaN	-9.986	166017.527	0.000	-0.000
26.364	3.385	78.077	31.467	239.883	1.997	515.162	-160.537	6.121	0.491	NaN	-10.090	166017.639	0.000	-0.000
25.769	3.311	78.073	30.380	231.583	1.996	515.072	-160.458	5.986	0.480	NaN	-10.194	166017.765	0.000	-0.000
25.154	3.237	78.028	29.072	221.868	1.996	514.920	-160.363	5.848	0.469	NaN	-10.296	166017.877	0.000	-0.000
24.458	3.299	77.987	27.809	212.512	1.965	510.498	-156.326	5.831	0.472	NaN	-7.588	166018.001	0.000	-0.000
23.638	5.638	77.934	26.424	202.173	1.591	448.253	-102.723	7.435	0.685	NaN	-4.303	166018.118	0.000	-0.000
22.884	7.937	77.882	25.020	191.575	1.329	395.066	-62.447	8.290	0.867	NaN	-3.453	166018.246	0.000	-0.000
